,itemId,Subject,Date,Format,Title,Description,Rights,Identifier,Creator,Coverage,Relation,Type
316,5799,Burial Chambers,,Quarter Plate Glass Negative,"Quoit, possibly the 'Three Brothers of Grugith'.","Quoit, possibly the 'Three Brothers of Grugith'.",Morrab Library,O.317,Stanley Opie,St. Keverne,,
317,5800,Burial Chambers,,Quarter Plate Glass Negative,Carwynnen Quoit (Giant's Quoit),"Caerwynen Quoit, (Giants Quoit).",Morrab Library,O.318,Stanley Opie,nr. Camborne,,
318,5801,Burial Chambers,,Quarter Plate Glass Negative,Carwynnen Quoit (Giant's Quoit),"Caerwynen Quoit, (Giants Quoit).",Morrab Library,O.319,Stanley Opie,nr. Camborne,,
319,5802,Burial Chambers,,Quarter Plate Glass Negative,Carwynnen Quoit (Giant's Quoit),"Caerwynen Quoit, (Giants Quoit).",Morrab Library,O.320,Stanley Opie,nr. Camborne,,
320,5803,Burial Chambers,,Quarter Plate Glass Negative,Carwynnen Quoit (Giant's Quoit),"Caerwynen Quoit, (Giants Quoit).",Morrab Library,O.321,Stanley Opie,nr. Camborne,,
321,5804,Burial Chambers,,Quarter Plate Glass Negative,Carwynnen Quoit (Giant's Quoit),"Caerwynen Quoit, (Giants Quoit).",Morrab Library,O.322,Stanley Opie,nr. Camborne,,
322,5805,Burial Chambers,,Quarter Plate Glass Negative,Carwynnen Quoit (Giant's Quoit),"Caerwynen Quoit, (Giants Quoit).",Morrab Library,O.323,Stanley Opie,nr. Camborne,,
323,5806,Burial Chambers,,Quarter Plate Glass Negative,Carwynnen Quoit (Giant's Quoit),"Caerwynen Quoit, (Giants Quoit).",Morrab Library,O.324,Stanley Opie,nr. Camborne,,
324,5807,Burial Chambers,,Quarter Plate Glass Negative,Carwynnen Quoit (Giant's Quoit),"Caerwynen Quoit, (Giants Quoit).",Morrab Library,O.325,Stanley Opie,nr. Camborne,,
325,5808,Burial Chambers,,Quarter Plate Glass Negative,Zennor Quoit.,Zennor Quoit.,Morrab Library,O.326,Stanley Opie,"Zennor, nr. St. Ives",,
326,5809,Burial Chambers,,Quarter Plate Glass Negative,Zennor Quoit.,Zennor Quoit.,Morrab Library,O.327,Stanley Opie,"Zennor, nr. St. Ives",,
327,5810,Burial Chambers,,Quarter Plate Glass Negative,Trethevy Quoit.,Trethevy Quoit.,Morrab Library,O.328,Stanley Opie,"St. Cleer, nr. Liskard",,
328,5811,Burial Chambers,,Quarter Plate Glass Negative,Trethevy Quoit,Trethevy Quoit.,Morrab Library,O.329,Stanley Opie,"St. Cleer, nr. Liskard",,
329,5812,Burial Chambers,,Quarter Plate Glass Negative,Trethevy Quoit (drawing).,Trethevy Quoit (drawing).,Morrab Library,O.330,Stanley Opie,"St. Cleer, nr. Liskard",,
330,5813,Burial Chambers,,Quarter Plate Glass Negative,"Plans of Zennor, Trethevey and Chun Quoits. from Hencken's 'Arch. of Cornwall and Scilly'","Plans of Zennor, Trethevey and Chun Quoits. from Hencken's 'Arch. of Cornwall and Scilly'",Morrab Library,O.331,Stanley Opie,,,
331,5814,Burial Chambers,,Quarter Plate Glass Negative,Sperres Quoit.,Sperres Quoit.,Morrab Library,O.332,Stanley Opie,"nr. Zennor, St. Ives",,
332,5815,Burial Chambers,,Quarter Plate Glass Negative,Sperres Quoit.,Sperres Quoit.,Morrab Library,O.333,Stanley Opie,"nr. Zennor, St. Ives",,
333,5816,Burial Chambers,,Quarter Plate Glass Negative,Sperres Quoit.,Sperres Quoit.,Morrab Library,O.334,Stanley Opie,"nr. Zennor, St. Ives",,
334,5817,Burial Chambers,,Quarter Plate Glass Negative,Sperres Quoit.,Sperres Quoit.,Morrab Library,O.335,Stanley Opie,"nr. Zennor, St. Ives",,
335,5818,Burial Chambers,,Quarter Plate Glass Negative,Lesquite Quoit.,Lesquite Quoit.,Morrab Library,O.336,Stanley Opie,"Lanlivet, nr. Bodmin",,
336,5819,Burial Chambers,,Quarter Plate Glass Negative,Lesquite Quoit.,Lesquite Quoit.,Morrab Library,O.337,Stanley Opie,"Lanlivet, nr. Bodmin",,
337,5820,Burial Chambers,,Quarter Plate Glass Negative,Lesquite Quoit.,Lesquite Quoit.,Morrab Library,O.338,Stanley Opie,"Lanlivet, nr. Bodmin",,
338,5821,Burial Chambers,,Quarter Plate Glass Negative,Lanyon Quoit.,Lanyon Quoit.,Morrab Library,O.339,Stanley Opie,"nr. Madron, Penzance",,
339,5822,Burial Chambers,,Quarter Plate Glass Negative,"Caerwynen Quoit, (Giants' Quoit).","Caerwynen Quoit, (Giants' Quoit).",Morrab Library,O.340,Stanley Opie,nr. Camborne,,
340,5823,Burial Chambers,,Quarter Plate Glass Negative,Lanyon Quoit.,Lanyon Quoit.,Morrab Library,O.341,Stanley Opie,"nr Madron, Penzance",,
341,5824,Burial Chambers,,Quarter Plate Glass Negative,Plans and drawings of Lanyon and Zennor Quoits. Borlase's 'Antiquities of Cornwall',Plans and drawings of Lanyon and Zennor Quoits. Borlase's 'Antiquities of Cornwall',Morrab Library,O.342,Stanley Opie,"nr Madron, Penzance",,
342,5825,Burial Chambers,,Quarter Plate Glass Negative,Chun Quoit,"Chun Quoit, or Chûn Quoit (pron ""Choon"").",Morrab Library,O.343,Stanley Opie,"nr. Pendeen, Land's End",,
343,5826,Burial Chambers,,Quarter Plate Glass Negative,Chun Quoit.,Chun Quoit.,Morrab Library,O.344,Stanley Opie,"nr. Pendeen, Land's End",,
344,5827,Burial Chambers,,Quarter Plate Glass Negative,The Beacon Hut. This was once used as a hermitage,The Beacon Hut. This was once used as a hermitage,Morrab Library,O.345,Stanley Opie,"Wendron, nr. Helston",,
345,5828,Burial Chambers,,Quarter Plate Glass Negative,The Beacon Hut. This was once used as a hermitage,The Beacon Hut. This was once used as a hermitage,Morrab Library,O.346,Stanley Opie,"Wendron, nr. Helston",,
346,5829,Burial Chambers,,Quarter Plate Glass Negative,The Beacon Hut. This was once used as a hermitage,The Beacon Hut. This was once used as a hermitage,Morrab Library,O.347,Stanley Opie,"Wendron, nr. Helston",,
347,5830,Burial Chambers,,Quarter Plate Glass Negative,The Beacon Hut. This was once used as a hermitage,The Beacon Hut. This was once used as a hermitage,Morrab Library,O.348,Stanley Opie,"Wendron, nr. Helston",,
348,5831,Burial Chambers,,Quarter Plate Glass Negative,Mulfra Quoit.,Mulfra Quoit.,Morrab Library,O.349,Stanley Opie,"nr. New Mill, Penzance",,
349,5832,Burial Chambers,,Quarter Plate Glass Negative,Mulfra Quoit.,Mulfra Quoit.,Morrab Library,O.350,Stanley Opie,"nr. New Mill, Penzance",,
350,5833,Burial Chambers,,Quarter Plate Glass Negative,Mulfra Quoit.,Mulfra Quoit.,Morrab Library,O.351,Stanley Opie,"nr. New Mill, Penzance",,
351,5834,Carvings and Designs,,Quarter Plate Glass Negative,Stone engravings.,Stone engravings.,Morrab Library,O.352,Stanley Opie,,,
352,5835,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of ship markings .,Drawing of ship markings .,Morrab Library,O.353,Stanley Opie,New Grange Ireland,,
353,5836,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of the sun markings on a boundary stone.,Drawing of the sun markings on a boundary stone.,Morrab Library,O.354,Stanley Opie,Dowth,,
354,5837,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of the solar symbols.,Drawing of the solar symbols.,Morrab Library,O.355,Stanley Opie,Ireland and Egypt,,
355,5838,Carvings and Designs,,Quarter Plate Glass Negative,"Drawing of the tribute-bearers, see note. Featured in the wall painting at the Tomb of Rekhmara","Drawing of the tribute-bearers, see note. Featured in the wall painting at the Tomb of Rekhmara",Morrab Library,O.356,Stanley Opie,Thebes,,
356,5839,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of a wall carving from a 'grotto grave'.,Drawing of a wall carving from a 'grotto grave'.,Morrab Library,O.357,Stanley Opie,Marne,,
357,5840,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of carvings.,Drawing of carvings.,Morrab Library,O.358,Stanley Opie,"Knockmany, Ireland",,
358,5841,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of Isis.,Drawing of Isis.,Morrab Library,O.359,Stanley Opie,Egypt,,
359,5842,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of Isis.,Drawing of Isis.,Morrab Library,O.360,Stanley Opie,Egypt,,
360,5843,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of a wall carving from a cist .,Drawing of a wall carving from a cist .,Morrab Library,O.361,Stanley Opie,nr. Paris,,
361,5844,Carvings and Designs,,Quarter Plate Glass Negative,Drawing of an octopus vase and degenerate squid.,Drawing of an octopus vase and degenerate squid.,Morrab Library,O.362,Stanley Opie,"Gournia, Crete and Morbihan, Brittany",,
362,5845,Carvings and Designs,,Quarter Plate Glass Negative,Portion of a tessellated pavement.,Portion of a tessellated pavement.,Morrab Library,O.363,Stanley Opie,,,
363,5846,Carvings and Designs,,Quarter Plate Glass Negative,Portion of a tessellated pavement.,Portion of a tessellated pavement.,Morrab Library,O.364,Stanley Opie,,,
364,5847,Carvings and Designs,,Quarter Plate Glass Negative,Portion of a tessellated pavement.,Portion of a tessellated pavement.,Morrab Library,O.365,Stanley Opie,,,
365,5848,Carvings and Designs,,Quarter Plate Glass Negative,Portion of a tessellated pavement.,Portion of a tessellated pavement.,Morrab Library,O.366,Stanley Opie,,,
366,5849,Carvings and Designs,,Quarter Plate Glass Negative,Portion of a tessellated pavement.,Portion of a tessellated pavement.,Morrab Library,O.367,Stanley Opie,,,
367,5850,Carvings and Designs,,Quarter Plate Glass Negative,Portion of a tessellated pavement.,Portion of a tessellated pavement.,Morrab Library,O.368,Stanley Opie,,,
368,5851,Carvings and Designs,,Quarter Plate Glass Negative,Portion of a tessellated pavement.,Portion of a tessellated pavement.,Morrab Library,O.369,Stanley Opie,,,
369,5852,Carvings and Designs,,Quarter Plate Glass Negative,Portion of a tessellated pavement.,Portion of a tessellated pavement.,Morrab Library,O.370,Stanley Opie,,,
370,5853,Carvings and Designs,,Quarter Plate Glass Negative,"Carving of the Tree Trinity of Min, Egypt, (drawing).","Carving of the Tree Trinity of Min, Egypt, (drawing).",Morrab Library,O.371,Stanley Opie,,,
371,5854,Crosses,,Quarter Plate Glass Negative,Carved celtic cross in garden.,Carved celtic cross in garden.,Morrab Library,O.372,Stanley Opie,,,
372,5855,Crosses,,Quarter Plate Glass Negative,Inscribed Cross.,Inscribed Cross.,Morrab Library,O.373,Stanley Opie,,,
373,5856,Crosses,,Quarter Plate Glass Negative,Unidentified cross in field.,Unidentified cross in field.,Morrab Library,O.374,Stanley Opie,,,
374,5857,Crosses,,Quarter Plate Glass Negative,Carved cross in unknown churchyard.,Carved cross in unknown churchyard.,Morrab Library,O.375,Stanley Opie,,,
375,5858,Crosses,,Quarter Plate Glass Negative,Carved cross in field.,Carved cross in field.,Morrab Library,O.376,Stanley Opie,,,
376,5859,Crosses,,Quarter Plate Glass Negative,Carved celtic cross outside unidentified church wall.,Carved celtic cross outside unidentified church wall.,Morrab Library,O.377,Stanley Opie,,,
377,5860,Crosses,,Quarter Plate Glass Negative,Carved celtic cross outside unidentified church wall.,Carved celtic cross outside unidentified church wall.,Morrab Library,O.379,Stanley Opie,,,
378,5861,Crosses,,Quarter Plate Glass Negative,Whitecross' .,Whitecross' .,Morrab Library,O.380,Stanley Opie,"Whitecross Hill, Illogan nr. Camborne",,
379,5862,Crosses,,Quarter Plate Glass Negative,Whitecross' .,Whitecross' .,Morrab Library,O.381,Stanley Opie,"Whitecross Hill, Illogan nr. Camborne",,
380,5863,Crosses,,Quarter Plate Glass Negative,Whitecross' .,Whitecross' .,Morrab Library,O.382,Stanley Opie,"Whitecross Hill, Illogan nr. Camborne",,
381,5864,Crosses,,Quarter Plate Glass Negative,Whitecross' .,Whitecross' .,Morrab Library,O.383,Stanley Opie,"Whitecross Hill, Illogan nr. Camborne",,
382,5865,Crosses,,Quarter Plate Glass Negative,Wendron Cross.,Wendron Cross.,Morrab Library,O.384,Stanley Opie,"Wendron Churchyard, nr. Helston",,
383,5866,Crosses,,Quarter Plate Glass Negative,Wendron Cross.,Wendron Cross.,Morrab Library,O.385,Stanley Opie,"Wendron Churchyard, nr. Helston",,
384,5867,Crosses,,Quarter Plate Glass Negative,Trenethick Cross.,Trenethick Cross.,Morrab Library,O.386,Stanley Opie,nr. Helston,,
385,5868,Crosses,,Quarter Plate Glass Negative,Lelant Cross.,Lelant Cross.,Morrab Library,O.387,Stanley Opie,Lelant churchyard nr. Hayle,,
386,5869,Crosses,,Quarter Plate Glass Negative,Mylor Cross.,Mylor Cross.,Morrab Library,O.388,Stanley Opie,"Mylor Churchyard, nr. Falmouth",,
387,5870,Crosses,,Quarter Plate Glass Negative,Mylor Cross.,Mylor Cross.,Morrab Library,O.389,Stanley Opie,"Mylor Churchyard, nr. Falmouth",,
388,5871,Crosses,,Quarter Plate Glass Negative,Mylor Cross.,Mylor Cross.,Morrab Library,O.390,Stanley Opie,"Mylor Churchyard, nr. Falmouth",,
389,5872,Crosses,,Quarter Plate Glass Negative,Mylor Cross.,Mylor Cross.,Morrab Library,O.391,Stanley Opie,"Mylor Churchyard, nr. Falmouth",,
390,5873,Crosses,,Quarter Plate Glass Negative,Mylor Cross.,Mylor Cross.,Morrab Library,O.392,Stanley Opie,"Mylor Churchyard, nr. Falmouth",,
391,5874,Crosses,,Quarter Plate Glass Negative,Inscribed Cross.,Inscribed Cross.,Morrab Library,O.393,Stanley Opie,"St Clements Churchyard, nr. Truro",,
392,5875,Crosses,,Quarter Plate Glass Negative,Inscribed Cross.,Inscribed Cross.,Morrab Library,O.394,Stanley Opie,"St Clements Churchyard, nr. Truro",,
393,5876,Crosses,,Quarter Plate Glass Negative,The 'Selus Stone'. This cross is one of the very few remaining in Britain decorated with the Chi-Rho Monogram,The 'Selus Stone'. This cross is one of the very few remaining in Britain decorated with the Chi-Rho Monogram,Morrab Library,O.395,Stanley Opie,"St Just Church, nr. Land's End",,
394,5877,Crosses,,Quarter Plate Glass Negative,The 'Selus Stone' in St Just church,The 'Selus Stone'. This early medieval inscribed stone contains a chi-rho symbol.,Morrab Library,O.396,Stanley Opie,"St Just Church, nr. Land's End",,
395,5878,Crosses,,Quarter Plate Glass Negative,Carved Celtic cross shaft.,Carved Celtic cross shaft.,Morrab Library,O.397,Stanley Opie,"Wall of St. Just Church, St Just, nr. Land's End",,
396,5879,Excavations,,Quarter Plate Glass Negative,Unidentified excavation site.,Unidentified excavation site.,Morrab Library,O.398,Stanley Opie,,,
397,5880,Excavations,,Quarter Plate Glass Negative,Unidentified excavation site.,Unidentified excavation site.,Morrab Library,O.399,Stanley Opie,,,
398,5881,Excavations,,Quarter Plate Glass Negative,Unidentified excavation site.,Unidentified excavation site.,Morrab Library,O.400,Stanley Opie,,,
399,5882,Excavations,,Quarter Plate Glass Negative,Unidentified excavation site.,Unidentified excavation site.,Morrab Library,O.401,Stanley Opie,,,
400,5883,Excavations,,Quarter Plate Glass Negative,Unidentified excavation site.,Unidentified excavation site.,Morrab Library,O.402,Stanley Opie,,,
401,5884,Excavations,,Quarter Plate Glass Negative,Excavated skeleton in shallow grave.,Excavated skeleton in shallow grave.,Morrab Library,O.403,Stanley Opie,,,
402,5885,Excavations,,Quarter Plate Glass Negative,Excavated skeleton in shallow grave.,Excavated skeleton in shallow grave.,Morrab Library,O.404,Stanley Opie,,,
403,5886,Excavations,,Quarter Plate Glass Negative,Excavated skeleton in shallow grave.,Excavated skeleton in shallow grave.,Morrab Library,O.405,Stanley Opie,,,
404,5887,Excavations,,Quarter Plate Glass Negative,Unidentified excavation site.,Unidentified excavation site.,Morrab Library,O.406,Stanley Opie,,,
405,5888,Excavations,,Quarter Plate Glass Negative,"Excavation site, showing ancient walling Magor Farm .","Excavation site, showing ancient walling Magor Farm .",Morrab Library,O.407,Stanley Opie,Camborne,,
406,5889,Excavations,,Quarter Plate Glass Negative,Unidentified excavation site.,Unidentified excavation site.,Morrab Library,O.408,Stanley Opie,,,
407,5890,Excavations,,Quarter Plate Glass Negative,Excavation workers.,Excavation workers.,Morrab Library,O.409,Stanley Opie,,,
408,5891,Excavations,1931-1932,Quarter Plate Glass Negative,"Excavation team, Magor Farm","Archaeologists from the excavation at Magor Farm pose for a group photo during a break. This excavation revealed the remains of what has been interpreted as a small, winged-corridor Roman villa in Chapel Field.",Morrab Library,O.410,Stanley Opie,Illogan,,
409,5892,Excavations,1931-1932,Quarter Plate Glass Negative,"Excavation team, Magor Farm","Archaeologists from the excavation at Magor Farm pose for a group photo during a break. This excavation revealed the remains of what has been interpreted as a small, winged-corridor Roman villa in Chapel Field.",Morrab Library,O.411,Stanley Opie,Illogan,,
410,5893,Excavations,,Quarter Plate Glass Negative,Excavation workers.,Excavation workers.,Morrab Library,O.412,Stanley Opie,,,
411,5894,Excavations,,Quarter Plate Glass Negative,Trench at unknown archaeological site,Possibly Tintagel?,Morrab Library,O.413,Stanley Opie,,,
412,5895,Excavations,,Quarter Plate Glass Negative,"Excavation team, unknown site",,Morrab Library,O.414,Stanley Opie,,,
413,5896,Excavations,,Quarter Plate Glass Negative,"Excavation team, Chysauster",,Morrab Library,O.415,Stanley Opie,,,
414,5897,Excavations,,Quarter Plate Glass Negative,"Excavation and team, unknown site",Possibly Chysauster?,Morrab Library,O.416,Stanley Opie,,,
415,5898,Excavations,1931-1932,Quarter Plate Glass Negative,"Excavation, Magor Farm Roman Villa","This excavation revealed the remains of what has been interpreted as a small, winged-corridor Roman villa in Chapel Field.",Morrab Library,O.417,Stanley Opie,,,
416,5899,Excavations,1931-1932,Quarter Plate Glass Negative,Excavations at Magor Farm Roman Villa,"What appears to be a mosaic or tessellated floor is visible in the foreground.

This excavation revealed the remains of what has been interpreted as a small, winged-corridor Roman villa in Chapel Field.",Morrab Library,O.418,Stanley Opie,Illogan,,
417,5900,Excavations,1931-1932,Quarter Plate Glass Negative,"Excavation, Magor Farm Roman Villa","This excavation revealed the remains of what has been interpreted as a small, winged-corridor Roman villa in Chapel Field.",Morrab Library,O.419,Stanley Opie,Illogan,,
418,5901,Excavations,1931-1932,Quarter Plate Glass Negative,"Excavation, Magor Farm Roman Villa","This excavation revealed the remains of what has been interpreted as a small, winged-corridor Roman villa in Chapel Field.",Morrab Library,O.420,Stanley Opie,Illogan,,
419,5902,Family Photographs,,Quarter Plate Glass Negative,Family group in the garden,"The man on the left appears to have ""blacked up"" his face, perhaps in preparation for a fancy dress event? Later photos show a lady dressed as a nurse - perhaps part of the same event.",Morrab Library,O.421,Stanley Opie,,,
420,5903,Family Photographs,,Quarter Plate Glass Negative,Elderly man and young woman in the garden.,Elderly man and young woman in the garden.,Morrab Library,O.422,Stanley Opie,,,
421,5904,Family Photographs,,Quarter Plate Glass Negative,Two women in the garden with their pet cats.,Two women in the garden with their pet cats.,Morrab Library,O.423,Stanley Opie,,,
422,5905,Family Photographs,,Quarter Plate Glass Negative,Two women in the garden.,Two women in the garden.,Morrab Library,O.424,Stanley Opie,,,
423,5906,Family Photographs,,Quarter Plate Glass Negative,Young couple in rowing boat .,Young couple in rowing boat .,Morrab Library,O.425,Stanley Opie,,,
424,5907,Family Photographs,,Quarter Plate Glass Negative,Young woman with dog.,Young woman with dog.,Morrab Library,O.426,Stanley Opie,,,
425,5908,Family Photographs,,Quarter Plate Glass Negative,"Young woman in uniform, possibly red cross.","Young woman in uniform, possibly red cross.",Morrab Library,O.427,Stanley Opie,,,
426,5909,Family Photographs,,Quarter Plate Glass Negative,Uniformed young woman with female companion in garden    .,Uniformed young woman with female companion in garden    .,Morrab Library,O.428,Stanley Opie,,,
427,5910,Family Photographs,,Quarter Plate Glass Negative,Uniformed young woman with female companion in garden    .,Uniformed young woman with female companion in garden    .,Morrab Library,O.429,Stanley Opie,,,
428,5911,Family Photographs,,Quarter Plate Glass Negative,Two young men on a boat.,Two young men on a boat.,Morrab Library,O.430,Stanley Opie,,,
429,5912,Family Photographs,,Quarter Plate Glass Negative,"Uniformed woman, possibly nurse, with a young boy in the garden.","Uniformed woman, possibly nurse, with a young boy in the garden.",Morrab Library,O.431,Stanley Opie,,,
430,5913,Family Photographs,,Quarter Plate Glass Negative,Young couple with their child in the garden.,Young couple with their child in the garden.,Morrab Library,O.432,Stanley Opie,,,
431,5914,Family Photographs,,Quarter Plate Glass Negative,Two nurses with child with bandaged eye,Two nurses with child with bandaged eye,Morrab Library,O.433,Stanley Opie,,,
432,5915,Family Photographs,,Quarter Plate Glass Negative,Group of men on boat,Group of men on boat,Morrab Library,O.434,Stanley Opie,,,
433,5916,Family Photographs,,Quarter Plate Glass Negative,Young man standing in the garden,Young man standing in the garden,Morrab Library,O.435,Stanley Opie,,,
434,5917,Family Photographs,,Quarter Plate Glass Negative,Young woman standing in a garden,,Morrab Library,O.436,Stanley Opie,,,
435,5918,Family Photographs,,Quarter Plate Glass Negative,Young man on a boat,,Morrab Library,O.437,Stanley Opie,,,
436,5919,Family Photographs,,Quarter Plate Glass Negative,Three women standing in a field of corn,,Morrab Library,O.438,Stanley Opie,,,
437,5920,Family Photographs,,Quarter Plate Glass Negative,Three women standing outside a doorway,,Morrab Library,O.439,Stanley Opie,,,
438,5921,Family Photographs,,Quarter Plate Glass Negative,Group of people sitting on a beach,,Morrab Library,O.440,Stanley Opie,,,
439,5922,Family Photographs,,Quarter Plate Glass Negative,Family group walking outside,,Morrab Library,O.441,Stanley Opie,,,
440,5923,Family Photographs,,Quarter Plate Glass Negative,"Two women in uniform, possibly nurses",,Morrab Library,O.442,Stanley Opie,,,
441,5924,Family Photographs,,Quarter Plate Glass Negative,Three young boys in the yard by water-pump,,Morrab Library,O.443,Stanley Opie,,,
442,5925,Family Photographs,,Quarter Plate Glass Negative,Group of people in a boat   .,Group of people in a boat   .,Morrab Library,O.444,Stanley Opie,,,
443,5926,Family Photographs,,Quarter Plate Glass Negative,Group of people in a boat,,Morrab Library,O.445,Stanley Opie,,,
444,5927,Family Photographs,,Quarter Plate Glass Negative,Two children in hospital smiling,One child with a bandaged eye perches in a sink,Morrab Library,O.446,Stanley Opie,,,
445,5928,Family Photographs,,Quarter Plate Glass Negative,Three children standing beside a wall,,Morrab Library,O.447,Stanley Opie,,,
446,5929,Family Photographs,,Quarter Plate Glass Negative,Young couple on a boat.,,Morrab Library,O.448,Stanley Opie,,,
447,5930,Family Photographs,,Quarter Plate Glass Negative,Young woman with her pet dog standing on the beach,,Morrab Library,O.449,Stanley Opie,,,
448,5931,Family Photographs,,Quarter Plate Glass Negative,Family group standing on the beach with their pet dog,,Morrab Library,O.450,Stanley Opie,,,
449,5932,Family Photographs,,Quarter Plate Glass Negative,Family group standing outside some houses,,Morrab Library,O.451,Stanley Opie,,,
450,5933,Family Photographs,,Quarter Plate Glass Negative,Family group standing in the garden,,Morrab Library,O.452,Stanley Opie,,,
451,5934,Family Photographs,,Quarter Plate Glass Negative,Two nurses with patient in bed,,Morrab Library,O.453,Stanley Opie,,,
452,5935,Family Photographs,,Quarter Plate Glass Negative,"Group of yound children with their pet dog, standing by water pump outside house",,Morrab Library,O.454,Stanley Opie,,,
453,5936,Family Photographs,,Quarter Plate Glass Negative,Young woman standing in the garden.,,Morrab Library,O.455,Stanley Opie,,,
454,5937,Family Photographs,,Quarter Plate Glass Negative,Young woman standing in the garden,,Morrab Library,O.456,Stanley Opie,,,
455,5938,Family Photographs,,Quarter Plate Glass Negative,Family group sitting on the beach,,Morrab Library,O.457,Stanley Opie,,,
456,5939,Family Photographs,,Quarter Plate Glass Negative,"Man and young boy, possibly father and son at an unidentified ancient monument",,Morrab Library,O.458,Stanley Opie,,,
457,5940,Family Photographs,,Quarter Plate Glass Negative,Young woman playing the piano,"The score on the piano is for the sea shanty ""Tom's Gone To Hilo"".",Morrab Library,O.459,Stanley Opie,,,
458,5941,Family Photographs,,Quarter Plate Glass Negative,Two young children standing by a wall,,Morrab Library,O.460,Stanley Opie,,,
459,5942,Family Photographs,,Quarter Plate Glass Negative,"Elderly lady sitting at a table, possibly carving",,Morrab Library,O.461,Stanley Opie,,,
460,5943,Family Photographs,,Quarter Plate Glass Negative,"Elderly lady sitting at a table, possibly carving",,Morrab Library,O.462,Stanley Opie,,,
461,5944,Family Photographs,,Quarter Plate Glass Negative,Young couple in a rowing boat,Possibly on the River Fal.,Morrab Library,O.463,Stanley Opie,,,
462,5945,Family Photographs,,Quarter Plate Glass Negative,Young couple in a rowing boat,Possibly on the River Fal.,Morrab Library,O.464,Stanley Opie,,,
463,5946,Family Photographs,,Quarter Plate Glass Negative,Family group on the beach with their pet dog,Family group on the beach with their pet dog.,Morrab Library,O.465,Stanley Opie,,,
464,5947,Family Photographs,,Quarter Plate Glass Negative,Family group on the beach with their pet dog,,Morrab Library,O.466,Stanley Opie,,,
465,5948,Family Photographs,,Quarter Plate Glass Negative,Young child sitting in a chair in the garden,,Morrab Library,O.467,Stanley Opie,,,
466,5949,Family Photographs,,Quarter Plate Glass Negative,Two young women dressed for a game of tennis,,Morrab Library,O.468,Stanley Opie,,,
467,5950,Family Photographs,,Quarter Plate Glass Negative,Family group standing outside,,Morrab Library,O.469,Stanley Opie,,,
468,5951,Family Photographs,,Quarter Plate Glass Negative,Young woman sitting on fountain in the garden,,Morrab Library,O.470,Stanley Opie,,,
469,5952,Family Photographs,,Quarter Plate Glass Negative,Two young women with a child in a pushchair by a tent,,Morrab Library,O.471,Stanley Opie,,,
470,5953,Family Photographs,,Quarter Plate Glass Negative,Group of young people sitting on the beach,,Morrab Library,O.472,Stanley Opie,,,
471,5954,Family Photographs,,Quarter Plate Glass Negative,Three women sitting outside,Probably on the side of a sand dune.,Morrab Library,O.473,Stanley Opie,,,
472,5955,Family Photographs,,Quarter Plate Glass Negative,Woman standing in the garden,,Morrab Library,O.474,Stanley Opie,,,
473,5956,Family Photographs,,Quarter Plate Glass Negative,Young couple in a rowing boat,,Morrab Library,O.475,Stanley Opie,,,
474,5957,Family Photographs,,Quarter Plate Glass Negative,Group of men standing outside a building,,Morrab Library,O.476,Stanley Opie,,,
475,5958,Family Photographs,,Quarter Plate Glass Negative,Two nurses with a young boy,Two nurses with a young boy.,Morrab Library,O.477,Stanley Opie,,,
476,5959,Family Photographs,,Quarter Plate Glass Negative,Nurse with injured child,,Morrab Library,O.478,Stanley Opie,,,
477,5960,Family Photographs,,Quarter Plate Glass Negative,Two women sitting inside a room,,Morrab Library,O.479,Stanley Opie,,,
478,5961,Family Photographs,,Quarter Plate Glass Negative,Young man in a boat,,Morrab Library,O.480,Stanley Opie,,,
479,5962,Family Photographs,,Quarter Plate Glass Negative,"Young man eating afternoon tea in the garden, possibly a cafe",,Morrab Library,O.481,Stanley Opie,,,
480,5963,Family Photographs,,Quarter Plate Glass Negative,Two young boys standing beside an outside wall,,Morrab Library,O.482,Stanley Opie,,,
481,5964,Family Photographs,,Quarter Plate Glass Negative,Young woman standing in the garden,,Morrab Library,O.483,Stanley Opie,,,
482,5965,Family Photographs,,Quarter Plate Glass Negative,Family group on the beach,,Morrab Library,O.484,Stanley Opie,,,
483,5966,Family Photographs,,Quarter Plate Glass Negative,Young woman standing in the doorway of a house,,Morrab Library,O.485,Stanley Opie,,,
484,5967,Family Photographs,,Quarter Plate Glass Negative,Family group sitting on the beach,Double exposure.,Morrab Library,O.486,Stanley Opie,,,
485,5968,Family Photographs,,Quarter Plate Glass Negative,Family group standing in the doorway of a house,,Morrab Library,O.487,Stanley Opie,,,
486,5969,Family Photographs,,Quarter Plate Glass Negative,Family group standing in the doorway of a house,,Morrab Library,O.488,Stanley Opie,,,
487,5970,Family Photographs,,Quarter Plate Glass Negative,Two young girls standing on the cliff top with the sea in the background.,,Morrab Library,O.489,Stanley Opie,,,
