,itemId,Title,Description,Creator,Source,Publisher,Identifier,Subject,Rights,Date,Coverage,Format,Type,Contributor
146,15724,Yehudi Menuhin rehearsing for the Edinburgh Festival in 1977,,Serena Wadham,,,SWA.138,"Priaulx Ranier's violin concerto, Due Canti e Finale, was commissioned by Yehudi Menuhin, who performed it at the 1977 Edinburgh Festival with the Royal Philharmonic Orchestra conducted by Sir Charles Groves. Menuhin described Rainier as ""having a musical imagination of a colour and variety scarcely to be believed"".",,1977,"Edinburgh, Scotland",Silver Bromide Print,Photograph,
147,15746,Yehudi Menuhin rehearsing for the Edinburgh Festival in 1977,print from same neg as SWA.138,Serena Wadham,,,SWA.136,,,1977,Edinburgh,Silver Bromide Print,Photograph,
148,15747,Yehudi Menuhin rehearsing for the Edinburgh Festival in 1977,"on the back of the print written by Serena Wadham
""Edward Praed only ad sindicate'  Hard to read",Serena Wadham,,,SWA.137,"Priaulx Ranier's violin concerto, Due Canti e Finale, was commissioned by Yehudi Menuhin, who performed it at the 1977 Edinburgh Festival with the Royal Philharmonic Orchestra conducted by Sir Charles Groves. Menuhin described Rainier as ""having a musical imagination of a colour and variety scarcely to be believed"".",,1977,Edinburgh,Silver Bromide Print,Photograph,
149,15750,Amaryllis Fleming at her home in London playing the cello.,,Serena Wadham,,,SWA.139,,,1965-1975,london,Silver Bromide Print,Photograph,
150,15752,Amaryllis Fleming's cello in her flat in London,,Serena Wadham,,,SWA.141,,,1965-1975,london,Silver Bromide Print,Photograph,
151,15753,Amaryllis Fleming's cello in her flat in London.,duplicate  print from same negative as SWA.141,Serena Wadham,,,SWA.140,,,1965-1975,london,Silver Bromide Print,Photograph,
152,15779,Amaryllis Fleming's house in London.,During a shoot about the cellist Amaryllis Fleming Serena  also photographed Fleming's living room.,Serena Wadham,,,SWA.142,,,1960s,London,Silver Bromide Print,,
153,15780,duplicate print of SWA.142,,,,,SWA.143,,,,,Silver Bromide Print,Photograph,
154,15781,dupilcate print of SWA.142,,,,,SWA.144,,,,,Silver Bromide Print,Photograph,
155,15782,Richard Rodney Bennett rehearsing Stockhausen 'Refrain' at home.,,Serena Wadham,,,SWA.146,,,1965-11-16,London,Silver Bromide Print,Photograph,
156,15783,"duplicate print of SWA.146
This print is larger from the same negative.",,,,,SWA.147,,,,,,,
157,15784,Another duplicate print from the same negative as SWA.146,"writtten on the back by Serena Wadham
'sent to metz May '91""",Serena Wadham,,,SWA.148,,,,,Silver Bromide Print,Photograph,
158,15785,duplicate print from same negative as SWA.146,,Serena Wadham,,,SWA.149,,,,,Silver Bromide Print,Photograph,
159,15786,Ricahrd Rodney Bennett playing the piano at home.,,Serena Wadham,,,SWA.150,,,1965-11-16,london,Silver Bromide Print,Photograph,
160,15787,Richard Rodney Bennett and Erie Allen working on Stockhausen score.,"written on the back of the print by serena Wadham:
""Richard Rodney Bennett Erie Allen (percussionist)""",Serena Wadham,,,SWA.151,,,1965-11-16,london,Silver Bromide Print,Photograph,
161,15788,"Richard Rodney Bennett, Erie Allen, and unknown woman around kitchen table at his home.",,Serena wadham,,,SWA.152,,,1965-11-16,london,Silver Bromide Print,Photograph,
162,15789,"Peter Zinovieff in his Putney studio, later EMS (Electronic Music Studios)",This photo was likely taken between autumn 1967 to summer 1968.,Serena Wadham,,,SWA.153,,,1967-1968,Putney,Silver Bromide Print,Photograph,
163,15790,"Peter Zinovieff and an unknown woman in his Putney studio, later EMS Electronic Music Studios.",This photo was likely taken between autumn 1967 to summer 1968.,Serena Wadham,,,SWA.154,,,1967-1968,Putney,Silver Bromide Print,Photograph,
164,15791,Tristram Cary in his Fressingfield studio.,"Read more about <a href=""https://en.wikipedia.org/wiki/Tristram_Cary"">Tristram Cary</a>",Serena Wadham,,,SWA.155,,,1960s,Fressingfield,Silver Bromide Print,Photograph,
165,15792,Tristram Cary in his Fressingfield studio.,"A long tape loop can be seen stretched across the room and around a chair.<br /><br />Read more about <a href=""https://en.wikipedia.org/wiki/Tristram_Cary"">Tristram Cary</a>",Serena Wadham,,,SWA.156,,,1960s,Fressingfield,Silver Bromide Print,Photograph,
166,15806,print from same negative as SWA.108,,,,,SWA.157,,,,,Silver Bromide Print,Photograph,
167,15860,"Pierre Boulez and female singer, possibly Ann Murray at the piano.","Two unidentified musicians at the piano, from the same shoot as 108,157",Serena wadham,,,SWA.158,,,1965-1970,london?,Silver Bromide Print,Photograph,
168,15861,Unidentified musician and woman in conversation with another man.,"Same shoot as 108,157,158",serena Wadham,,,SWA.159,,,1965-1970,london?,Silver Bromide Print,Photograph,
169,15862,"Unidentified musician, close portrait.","Same shoot as 108,157,158,159",Serena Wadham,,,SWA.162,,,1965-1970,london?,Silver Bromide Print,Photograph,
170,15863,Portrait of an unidentified musician.,Same shoot as 162,Serena Wadham,,,SWA.163,,,1965-1970,london?,Silver Bromide Print,Photograph,
171,15864,Portait of an unidentified musician.,"Same shoot as 163,164",Serena wadham,,,SWA.164,,,1965-1970,london?,Silver Bromide Print,Photograph,
172,15865,One of four images of an unidentified female string trio playing cello violin and viola?,Part of a set of four images,Serena Wadham,,,SWA.165,,,1965-1970,,Silver Bromide Print,Photograph,
173,15866,One of a set of four photographs see 165,,Serena Wadham,,,SWA.166,,,1965-1970,,Silver Bromide Print,Photograph,
174,15867,"One of a set four photographs see 165,166",,Serena Wadham,,,SWA.167,,,1965-1970,,Silver Bromide Print,Photograph,
175,15868,"One of four images of string trio, see 165,166,167",,Serena Wadham,,,SWA.168,,,1965-1970,,Silver Bromide Print,Photograph,
176,15869,"Group of unidentified musicians, percussion, piano clarinet, strings, practising in the Green Room?",,Serena Wadham,,,SWA.169,,,1965-1970,,Silver Bromide Print,Photograph,
177,15870,Unidentified pianist from 169 performing on stage.,,Serena Wadham,,,SWA.170,,,1965-1970,,Silver Bromide Print,Photograph,
178,15871,"Unidentified musicians rehearsing.  Includes a female singer, four wind instrumentelists, a xylophone player and a conductor.",,Serena Wadham,,,SWA.171,,,1965-1970,,Silver Bromide Print,Photograph,
179,15880,"Unidentified musicians rehearsing, includes a double bass player, strings,an organ and a conductor.",,Serena Wadham,,,SWA.172,,,1965-1970,,Silver Bromide Print,Photograph,
180,15881,"Thea Musgrave, composer, directing a rehearsal of her Chamber Symphony No 1.",Title written on the reverse of the print by Serena Wadham,Serena Wadham,,,SWA.173,,,1965-1970,,Silver Bromide Print,Photograph,
181,15882,"Taken at a music concert, unidentified male leaving the stage.
Musician? Conductor? Composer?",,Serena Wadham,,,SWA.174,,,,,Silver Bromide Print,Photograph,
182,15899,Duplicate print of item 173,,,,,SWA.177,,,,,Silver Bromide Print,Photograph,
183,15900,duplicate print of SWA.EX.040,,,,,SWA.178,,,,,,,
184,15901,duplicate print of SWA.EX.040,,,,,SWA.179,,,,,,,
185,15924,Young musicians in a stairwell from the same neg as SWA.040,,,,,SWA.180,,,,,Silver Bromide Print,,
186,15925,Young child playing with a stringed instrument (mandolin?) as father? looks on.,,Serena Wadham,,,SWA.176,,,1970-1980,,Silver Bromide Print,Photograph,
187,15984,'Mrs Pauline Doyle drives a taxi',"Written on the back by Serena Wadham
'Mrs Pauline Doyle drives a taxi'.
Part of Serena's 'changing role of women' series.",Serena Wadham,,,SWA.181,,,1970-1975,london,Silver Bromide Print,Photograph,
188,15985,'Vivian Young apprentice aircraft engineer',"Written on the back of the print by Serena Wadham
'Vivian Young apprentice aircraft engineer'
Part of the documentation of the changing roles of women.",Serena Wadham,,,SWA.183,,,1970s,,Silver Bromide Print,Photograph,
189,15986,"Portrait of Germaine Greer, 1970s",,Serena Wadham,,,SWA.184,,,1970-1975,,Silver Bromide Print,Photograph,
190,15987,Portrait of artist and feminist Judy Chicago,,Serena Wadham,,,SWA.185,,,1975-1985,,Silver Bromide Print,Photograph,
191,15988,Portrait of Jane Birkin,,Serena Wadham,,,SWA.186,,,1970-1980,,Silver Bromide Print,Photograph,
192,15989,"Young woman working on the Vauxhall car assembly line, 1970s",From Serena Wadham's 'changing roles of women' project.,Serena Wadham,,,SWA.187,,,1970-1975,,Silver Bromide Print,Photograph,
193,15998,Young woman working on the Vauxhall car assembly line,,Serena Wadham,,,SWA.188,,,1970-1975,ellesmere port,Silver Bromide Print,Photograph,
194,15999,Woman working on the Vauxhall car assembly line,,Serena Wadham,,,SWA.189,,,1970-1975,ellesmere port,Silver Bromide Print,Photograph,
195,16308,"Germaine Greer, Writer and Feminist","Image printed askew on the paper <a href=""https://en.wikipedia.org/wiki/Germaine_Greer"">Germaine Greer</a>",Serena Wadham,,,SWA.190,,,1970-1975,,Silver Bromide Print,Photograph,
196,16309,Lisbet Holme,"Written on the back of the print by Serena Wadham:
'(Mrs) Lisbet Holme is a designer of fabrics etc, who once owned a factory in India'",Serena Wadham,,,SWA.191,,,1970-1980,,Silver Bromide Print,Photograph,
197,16310,Lisbet Holme,"same neg as 191 written on the back by Serena Wadham:
''Lisbet Holme designs fabrics'",,,,SWA.192,,,,,Silver Bromide Print,Photograph,
198,16311,Lisbet Holme,"same neg as 191, larger paler print",Serena Wadham,,,SWA.193,,,,,Silver Bromide Print,Photograph,
199,16312,Indira Gandhi,probably on a visit to London in 1978,Serena Wadham,,,SWA.194,,,1978,London,Silver Bromide Print,Photograph,
200,16313,Indira Gandhi,"same neg as 194, same size",,,,SWA.195,,,1978,,Silver Bromide Print,Photograph,
201,16314,"Kate Millett American writer and feminist.
Author of the book Sexual Politics",,Serena Wadham,,,SWA.196,,,1975-1980,,Silver Bromide Print,Photograph,
202,16315,"Kate Millett, same image as 196 but with an inscription on the back by Serena Wadham","Same neg as 196 but written on the back by Serena Wadham:
'Kate Millett writer
This one is ok for publication by me.  I didn't bother to finish this one so I hope you don't like it best! SW'",,,,SWA.197,,,,,Silver Bromide Print,Photograph,
203,16316,Kate Millett,same neg as 196,Serena Wadham,,,SWA.198,,,1975-1980,,Silver Bromide Print,Photograph,
204,16317,"Kate Millett, same neg as 196","same neg as 198 lighter copy, same size",Serena Wadham,,,SWA.199,,,1975-1980,,Silver Bromide Print,Photograph,
205,16318,Kate Millett,Same shoot as 196,Serena Wadham,,,SWA.200,,,1975-1980,,Silver Bromide Print,Photograph,
206,16319,Kate Millett duplicate prints,"five more images from the same neg as 200, slightly different sizes, 205 glued to black card.",Serena Wadham,,,"SWA.201,202,203,204,205",,,,,Silver Bromide Print,Photograph,
207,16320,"Lynn Redgrave, English,American actor","Written on the back by Serena Wadham:
'Lynne(e) Redgrave shot for D Telegraph'",Serena Wadham,,,SWA.206,,,1970s,,Silver Bromide Print,Photograph,
208,16322,Lynn Redgrave,,Serena Wadham,,,SWA.207,,,1970s,,Silver Bromide Print,Photograph,
209,16323,"Mary Daly, American feminist, philosopher, academic, theologian.
Described herself as a 'radical lesbian feminist'","written on the back by Serena Wadham:
'Mary Daly no model release'",Serena Wadham,,,SWA.208,,,1970s,,Silver Bromide Print,Photograph,
210,16325,"Pat Arrowsmith, author, peace campaigner, leaving Holloway Prison",,Serena Wadham,,,SWA.209,,,1969-05-27,Holloway Prison London,Silver Bromide Print,Photograph,
211,16326,Pat Arrowsmith leaving Holloway Prison,"Note the Morris Minor car with banners reading
'Welcome home Pat' and 'Give us the key to the door'",,,,SWA.210,,,1969-05-27,Holloway Prison London,Silver Bromide Print,Photograph,
212,16343,Pat Arrowsmith in the spotlight at a women's poetry event.,,Serena Wadham,,,SWA.211,,,1977,London,Silver Bromide Print,Photograph,
213,16344,Barbara Hepworth working in her studio in St Ives,,Serena Wadham,,,SWA.212,,,1964,St Ives Cornwall,Silver Bromide Print,Photograph,
214,16422,Joan Baez(?),,,,,SWA.213,We know that Serena photographed Joan as she appears in Serena's card index.  This may have been in 1974 when Joan Baez performed at Wembley Stadium on the 4th of August.,,1974,london,Silver Bromide Print,Photograph,Serena Wadham
215,16423,"Midge MacKenzie (Margaret Rose MacKenzie) Film-maker.
Close-up working with her camera.",London born fim-maker and lifetime feminist.  Championed feminism from the suffragettes to the Women Liberation Movement,Serena Wadham,,,SWA.214,,,1970-1975,,Silver Bromide Print,Photograph,
216,16424,"Midge MacKenzie, film-maker, with her camera.",,Serena Wadham,,,SWA.215,,,1970-1975,,Silver Bromide Print,Photograph,
217,16425,Midge MacKenzie filming a summer fete/sports day?,,Serena Wadham,,,SWA216,,,1970-1975,,Silver Bromide Print,Photograph,
218,16426,duplicate prints of 217,,Serena Wadham,,,"SWA.218,219,220,221,222",,,1970-1975,,Silver Bromide Print,,
219,16427,"Midge MacKenzie, filming a summer fete/sports day?",,Serena Wadham,,,SWA.217,,,1970-1975,,Silver Bromide Print,Photograph,
220,16428,"Woman film-maker, unknown.",,Serena Wadham,,,SWA.223,,,1970-1975,,Silver Bromide Print,Photograph,
221,16429,woman film-maker,,Serena Wadham,,,SWA.224,,,1970-1975,,Silver Bromide Print,Photograph,
222,16430,Women working in a sewing factory.,A poster of a young Paul Newman hangs on a beam.,Serena Wadham,,,SWA.225,This was part of Serena's 'Changing Role of Women' project.  She photographed women at work in all kinds of occupations.,,1970-1980,,Silver Bromide Print,Photograph,
223,16431,"Coretta King (widow of Martin Luther King) addressing the congregation in St Paul's
Cathedral, London.",,Serena Wadham,,,SWA.226,,,1968-1970,St Paul's Cathedral London,Silver Bromide Print,Photograph,
224,16432,"An  interview with Mariella Novotney by Ray Connolly for The Evening Standard Sat May 6th 1972.
(Couldn't fit it all in the scanner so in two parts)","Original page from the newspaper, saved by Serena.",,,,"SWA227
SWA.228",,,1972-05-06,,,Print,
225,16546,Barbara Hepworth in her studio,"<a href=""https://www.tate.org.uk/visit/tate-st-ives/barbara-hepworth-museum-and-sculpture-garden"">barbara hepworth</a>",Serena Wadham,,,SWA.249,,,1964,St Ives Cornwall,Silver Bromide Print,Photograph,
226,16594,Children playing by flats in Islington London,,Serena Wadham,,,SWA.229,,,1970-1980,"Isligton, London",Silver Bromide Print,Photograph,
227,16595,same neg as 229 but large print,,,,,SWA.230,,,1970-1980,"islington, London",Silver Bromide Print,Photograph,
228,16596,Mariella Novotney,,Serena Wadham,,,SWA.231,,,1972,london,Silver Bromide Print,Photograph,
229,16597,Mariella Novotney,,Serena Wadham,,,SWA.232,"written on the back of the print by Serena Wadham
'Rough print from a colour transparency'",,1972,london,Silver Bromide Print,Photograph,
230,16598,"Same transparency as 232, smaller print",,Serena Wadham,,,SWA.233,,,1972,,Silver Bromide Print,Photograph,
231,16599,Mariella Novotney 'reading',,Serena Wadham,,,SWA.234,,,1972,London,Silver Bromide Print,Photograph,
232,16600,"same neg as 234, same size print",,,,,SWA.235,,,,,Silver Bromide Print,Photograph,
233,16601,same neg as 234 same size print,,,,,SWA.236,,,,,,,
234,16602,same neg a 234 same size print,,,,,SWA.237,,,,,Silver Bromide Print,Photograph,
235,16603,"Mariella Novotney, posing with record collection",,Serena Wadham,,,SWA.238,,,1972,London,Silver Bromide Print,Photograph,
236,16604,Mariella Novotney,,Serena Wadham,,,SWA.239,,,1972,london,Silver Bromide Print,Photograph,
237,16605,Mariella Novotney,,Serena Wadham,,,SWA.240,,,1972,London,Silver Bromide Print,Photograph,
238,16606,Mariella Novotney  posing naked,,Serena Wadham,,,SWA.241,,,1972,London,Silver Bromide Print,Photograph,
239,16607,same neg as 241 darker same size,,,,,SWA.242,,,,,,,
240,16608,Same neg as 241 smaller print,,,,,SWA.243,,,,,,,
241,16609,Mariella Novotney  'talking on the phone',,Serena Wadham,,,SWA.244,,,1972,london,Silver Bromide Print,Photograph,
242,16610,Mariella Novotney reclining naked,,Serena Wadham,,,SWA.245,,,1972,London,Silver Bromide Print,Photograph,
243,16611,Mariella Novotney reclining naked,,Serena Wadham,,,SWA.246,,,1972,london,Silver Bromide Print,Photograph,
244,16612,Mariella Novotney reclining naked,"<a href=""https://spartacus-educational.com/JFKnovotny.htm"">mariella novotney</a>",Serena Wadham,,,SWA.247,,,1972,London,Silver Bromide Print,Photograph,
245,16613,same neg as 247 slightly smaller print,,,,,SWA.248,,,,,,,
246,16640,"Serena's writing about 'The Hut' belonging to Lawrance Collingwood and his family.  Collingwood was a musician, composer and principal conductor for the Sadler's Wells opera.","A typed sheet of paper <a href=""https://en.wikipedia.org/wiki/Lawrance_Collingwood"">Lawrance Collingwood</a>",Serena Wadham,,,SWA.250,,,1970-1971,,,,
247,16641,"Don Dewar with his children at Tammo de Jongh's party at the Collingwood's 'Hut'.
This was probably Tammo's 'Fools Paradise party'.",,Serena Wadham,,,SWA.251,"Written on the back of the print by Serena Wadham.
'Don Dewar with kids at Tammo's party - the paintings on the wall express some of the ideas of 'Cosmology'",,1970-1971,,Silver Bromide Print,Photograph,
248,16642,Richard Gardner giving a lecture at Tammo's party.Probably Tammo de Jongh's ''Fools Paradise Party'.,,Serena Wadham,,,SWA.252,"Written on the back by Serena Wadham:
'Richard Gardner giving a lecture at Tammo's party.
On the wall there is a 'Cosmology"" chart; and also pictures showing the 'archetypes' which figure in Tammo's teachings'",,1970-1971,camberley,Silver Bromide Print,Photograph,
249,16643,"Anrew Collingwood, and Tammo de Jongh lead a discussion in the Collingwood's hut.","Written on the back of the print by Serena Wadham:
'left: Andrew Collingwood.  Right: Tammo de Jongh, portrait painter, leads a discussion in the Collingwood's 'Hut""'",Serena Wadham,,,SWA.253,,,1970-1971,camberley,Silver Bromide Print,Photograph,
250,16644,Collingwood family playing 'Fernocky'.Andrew Collingwood 2nd from left.,"Written on the back by Serena Wadham:
'""Fernocky"" - a game played by the Collingwood family since 1939 when Andrew invented it.  Rules are slightly similar to those of hockey'",Serena Wadham,,,SWA.254,,,1970-1971,camberley,Silver Bromide Print,Photograph,
251,16645,"The Collinwood family playing 'Fernocky'.
See SWA.254",,Serena Wadham,,,SWA.255,,,1970-1971,camberley,Silver Bromide Print,Photograph,
252,16646,"Dirk Collingwood (grandson of Lawrence Collingwood) (Right)
moving timber with the help of friends.","written on the back of the print by Serena Wadham:
'Dirk Collingwood (R) moving timber, with the help of friends.'

We have seen from Serena Wadham's notes that the M3 motorway was about to be built requiring the demolition of the Collingwood's 'Hut"".  They meant to build a replacement using local wood and here we see the young Collingwoods and friends moving timber, perhaps for this rebuild?",Serena Wadham,,,SWA.256,,,1970-1971,camberley,Silver Bromide Print,Photograph,
253,16647,Tammo de Jongh's 'Fools Paradise Party' at the Collingwood's 'Hut'.,"Written on the back of the print by Serena Wadham:
'Collingwoods' Tammo Party'",Serena Wadham,,,SWA.257,,,1970-1971,camberley,Silver Bromide Print,Photograph,
254,16648,duplicate of 257,,,,,SWA.258,,,,,,Photograph,
255,16649,Image taken at Tammo de Jongh's 'Fools Paradise Party' at the Collingwood's 'Hut'.,"<a href=""tammo%20de%20jongh%20biography"">tammo de jongh<br /></a><a href=""https://en.wikipedia.org/wiki/Lawrance_Collingwood"">laurance collingwood</a>",Serena Wadham,,,SWA.259,,,1970-1971,camberley,Silver Bromide Print,Photograph,
256,16650,duplicate print of 259 slightly zoomed in,,Serena Wadham,,,SWA.260,,,,,Silver Bromide Print,,
257,16711,"Contact print and negatives. 33 images of Michael Caine helping with the aid 
'Christmas Ship to Biafra' in 1968
These pictures were taken in low light without a flash and some are under-exposed and taken with a slow shutter speed, so look  out of focus, but still a record of an important event including one of the UK's favourite actors.","<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.261,,,1968,London,Acetate Negative,Photograph,
258,16712,First of 15 images  from the same 35mm film taken of Michael Caine helping with the donations to the Biafra Christmas Ship in 1968,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">Michael Caine Biafra Christmas Ship 1968</a>",Serena Wadham,,,SWA.262,,,1968,London,Acetate Negative,Photograph,
259,16713,Michael Caine sitting on the boxes of food bound for Biafra in 1968,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">Biafra Christmas Ship 1968</a>",Serena Wadham,,,SWA.263,,,1968,London,Acetate Negative,Photograph,
260,16714,Similar shot to 263,,Serena Wadham,,,SWA.264,,,1968,london,Acetate Negative,Photograph,
261,16715,the third shot of Michael Caine sitting on boxes bound for Biafra in 1968,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.265,,,1968,london,Acetate Negative,Photograph,
262,16716,Michael Caine moving boxes of tins for the Biafra Christmas Ship in 1968,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship 1968</a>",Serena Wadham,,,SWA.266,,,1968,london,Acetate Negative,Photograph,
263,16717,Michael Caine helping with aid to Biafra,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.267,,,1968,london,Acetate Negative,Photograph,
264,16718,Michael Caine helping with aid to Biafra in 1968,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.268,,,1968,london,Acetate Negative,Photograph,
265,16719,Michael Caine helping with aid to Biafra in 1968,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.269,,,1968,london,Acetate Negative,Photograph,
266,16739,Michael Caine working for the Biafra Christmas Ship,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.270,,,1968,London,Acetate Negative,Photograph,
267,16740,"Michael Caine working for the Biafran Christmas Ship.
This image was the only one selected by Serena Wadham from the contact sheet for publication.","<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafran christmas ship</a>",Serena Wadham,,,SWA.271,,,1968,London,Acetate Negative,Photograph,
268,16741,Michael Caine working for aid to Biafra,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.272,,,1968,London,Acetate Negative,Photograph,
269,16742,Michael Caine working for the Biafran Christmas Ship,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.273,,,1968,London,Acetate Negative,Photograph,
270,16743,Michael Caine working for aid to Biafra.,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.273,,,1968,London,Acetate Negative,,
271,16744,Michael Caine working for aid to Biafra.,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.274,,,1968,London,Acetate Negative,,
272,16745,Michael Caine working for aid to Biafra.,"<a href=""https://www.alamy.com/stock-photo-biafra-christmas-ship-fund-michael-caine-answers-questions-with-political-81504310.html"">biafra christmas ship</a>",Serena Wadham,,,SWA.276,,,1968,london,Acetate Negative,Photograph,
273,16826,,,,,,,,,,,,,
274,16827,Orthodox Jews in Sunderland. Boys playing on a scooter in the street.,,Serena Wadham,,,SWA.277,,,1960-1965,Sunderland,Silver Bromide Print,Photograph,
275,16828,paler copy of 277,,Serena Wadham,,,SWA.278,,,,,,Photograph,
276,16829,"Orthodox Jews in Sunderland.
Schoolboys in the gym.",,Serena Wadham,,,SWA.279,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
277,16830,paler copy of 279,,Serena Wadham,,,SWA.280,,,,,,Photograph,
278,16831,"Orthodox Jews in Sunderland
Boy studying",,Serena Wadham,,,SWA.281,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
279,16832,"duplicate of 281, slightly smaller",,Serena Wadham,,,SWA.282,,,,,,Photograph,
280,16833,Orthodox Jews in Sunderland. Boys outside school,,Serena Wadham,,,SWA.283,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
281,16835,"Orthodox Jews in Sunderland.
 Boy studying Hebrew","written on the back of the print by Serena Wadham:
'H.G.S. Jewish studies (RabbiCooper's class) Boy reading Hebrew (chanting).",Serena Wadham,,,SWA.285,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
282,16836,duplicate of 285,,,,,SWA.286,,,,,Silver Bromide Print,Photograph,
283,16837,Orthodox Jews in Sunderland.  Young boy in the street with his scooter,,Serena Wadham,,,SWA.287,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
284,16838,duplicate of 287,,,,,SWA.288,,,,,,,
285,16839,Orthodox Jews in Sunderland.  Same pose as 289 without the smile,,Serena Wadham,,,SWA.289,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
286,16840,Orthodox Jews in Sunderland.  Friday morning school assembly.,"Written on the back by Serena Wadham:  'A.P.S. see contact for sequence boy on r is David Ebrahinoff listening to Rabbi Wilschanski at Friday morning school ""assembly'''",Serena Wadham,,,SWA.290,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
287,16841,Orthodox Jews in Sunderland.  Older boys studying in the library.,,Serena Wadham,,,SWA.291,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
288,16842,Orthodox Jews in Sunderland.  Young boys in the school gymnasium.,,Serena Wadham,,,SWA.292,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
289,16843,Orthodox Jews in Sunderland.  Older boys in discussion.,,Serena Wadham,,,SWA.293,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
290,16844,Orthodox Jews in Sunderland.  Rabbi Melul.,"Written on the back of the print by Serena Wadham:  'Rabbi Melul wearing Kaftan.  He gives instruction to some of the younger boys.' (Also lines drawn by Serena Wadham
 to indicate cropping of image)",Serena Wadham,,,SWA.294,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
291,16845,Orthodox Jews in Sunderland.  Mixed class of young boys and girls.  Two women teachers demonstrating at the front of the class.,,Serena Wadham,,,SWA.295,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
292,16846,Orthodox Jews in Sunderland.  Same class as 295 different shot.,,Serena Wadham,,,SWA.296,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
293,16951,Young Jewish boys being taught by a female teacher.,,Serena Wadham,,,SWA.297,,,1960-1965,Sunderland,Silver Bromide Print,Photograph,
294,16952,Jewish boys in gym,,Serena Wadham,,,SWA.298,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
295,16953,Boys in a music class,"written on the back by Serena Wadham:
'Berl Steiner (playing △)'",Serena Wadham,,,SWA.299,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
296,16954,"'Reciting the Law' in a Jewish school
(written on the back by Serena Wadham)",,Serena Wadham,,,SWA.300,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
297,16955,Senior Jewish students being instructed by a Rabbi,,,,,SWA.301,,,1960-1965,sunderland,Silver Bromide Print,Photograph,Serena Wadham
298,16956,Jewish students in the school canteen,,Serena Wadham,,,SWA.302,,,1960-1965,sunderland,Silver Bromide Print,Photograph,Serena Wadham
299,16957,Young Orthodox Jewish man in the street.,,Serena Wadham,,,SWA.303,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
300,16958,Chanting at Sunderland Yoshiva,"written on the back by Serena Wadham:
'chanting at Sunderland Yoshiva
[a much better pic is available-same boy-in colour-having a b/w neg made]
this boy probably memorising a passage from the Talund.'",Serena Wadham,,,SWA.304,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
