id,nodeType,url,created,updated,status,type,creator,owner,publisher,copyright,tags,when,date,what,learn,locations,files,guid,publisher_ref,title_en,title_cy,description_en,description_cy,author_id,author_name,license_reproducedPermission,license_additionalText,license_type,original_item_url_en,original_item_url_cy,description,license_additionalText_en,license_additionalText_cy,license_reproducedPermission_en,license_reproducedPermission_cy,thumbnail,collection_items,content_en,content_cy,content
1060896,item,https://www.peoplescollection.wales/items/1060896,1556018270,1556018270,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],[],,[],[],[],"[{'originalFilename': '7784_10176926085a44f872f3832.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_10176926085a44f872f3832.jpg', 'type': 'image', 'target_id': '1060891'}]",,,"Barn, Llanddewi-Brefi.","Barn, Llanddewi-Brefi.","This was for sale in 2015 but was then unsold, uncertain if sold by now.","This was for sale in 2015 but was then unsold, uncertain if sold by now.",39316,Paul White,[],[],,https://www.welshruins.co.uk/ceredigion-vernacular.html,https://www.welshruins.co.uk/ceredigion-vernacular.html,,,,,,,,,,
1060941,item,https://www.peoplescollection.wales/items/1060941,1556018277,1556018277,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['2010s'],,[],[],[],"[{'originalFilename': '7784_11637343625a81d1154220f.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_11637343625a81d1154220f.jpg', 'type': 'image', 'target_id': '1060901'}, {'originalFilename': '7784_10132091455a81d13708865.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_10132091455a81d13708865.jpg', 'type': 'image', 'target_id': '1060906'}, {'originalFilename': '7784_1679488125a81d138b8343.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_1679488125a81d138b8343.jpg', 'type': 'image', 'target_id': '1060911'}, {'originalFilename': '7784_20673139365a81d1d2b44eb.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_20673139365a81d1d2b44eb.jpg', 'type': 'image', 'target_id': '1060916'}, {'originalFilename': '7784_2240744305a81d1d448f91.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_2240744305a81d1d448f91.jpg', 'type': 'image', 'target_id': '1060921'}, {'originalFilename': '7784_12060102295a81d1d5b8cf5.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_12060102295a81d1d5b8cf5.jpg', 'type': 'image', 'target_id': '1060926'}, {'originalFilename': '7784_12435706295a81d1d745394.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_12435706295a81d1d745394.jpg', 'type': 'image', 'target_id': '1060931'}, {'originalFilename': '7784_12405882425a81d1d8c20d8.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_12405882425a81d1d8c20d8.jpg', 'type': 'image', 'target_id': '1060936'}]",,,Swansea 2018,Swansea 2018,Swansea 2018,Swansea 2018,39316,Paul White,[],[],,https://www.welshruins.co.uk/new-visits-jan-2018.html,https://www.welshruins.co.uk/new-visits-jan-2018.html,,,,,,,,,,
1060951,item,https://www.peoplescollection.wales/items/1060951,1556018282,1556018282,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['2000s'],,[],[],[],"[{'originalFilename': '7784_19395363904c2ae3542f139.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_19395363904c2ae3542f139.jpg', 'type': 'image', 'target_id': '1060946'}]",,,"ANCIENT WOODLAND, Ysbyty Cynfyn, Ceredigion 2009","ANCIENT WOODLAND, Ysbyty Cynfyn, Ceredigion 2009","Notes on ANCIENT WOODLAND, Ysbyty Cynfyn, Ceredigion 2009
 
 Ancient hardwood in the deep-sided valley at Ysbyty Cynfyn taken with a 180mm telephoto lens on 5x4inch film.","Notes on ANCIENT WOODLAND, Ysbyty Cynfyn, Ceredigion 2009
 
 Ancient hardwood in the deep-sided valley at Ysbyty Cynfyn taken with a 180mm telephoto lens on 5x4inch film.",39316,Paul White,[],[],,https://www.welshruins.co.uk/ancient-woodland-ysbyty-cynfyn-ceredigion.html,https://www.welshruins.co.uk/ancient-woodland-ysbyty-cynfyn-ceredigion.html,,,,,,,,,,
1060961,item,https://www.peoplescollection.wales/items/1060961,1556018285,1556018285,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['1990s'],,[],[],[],"[{'originalFilename': '7784_213456074451ab1dd404bbb.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_213456074451ab1dd404bbb.jpg', 'type': 'image', 'target_id': '1060956'}]",,,"ABERGLASNEY GREAT HALL, Carmarthenshire 1994","ABERGLASNEY GREAT HALL, Carmarthenshire 1994","Notes on ABERGLASNEY GREAT HALL, Carmarthenshire 1994
 
 Scanned into the computer as a last resort! This shows the great hall as you first enter the house. Glare from the sun caused fogging on the film hence the poor quality.","Notes on ABERGLASNEY GREAT HALL, Carmarthenshire 1994
 
 Scanned into the computer as a last resort! This shows the great hall as you first enter the house. Glare from the sun caused fogging on the film hence the poor quality.",39316,Paul White,[],[],,https://www.welshruins.co.uk/aberglasney-great-hall-carmarthenshire-1994.html,https://www.welshruins.co.uk/aberglasney-great-hall-carmarthenshire-1994.html,,,,,,,,,,
1060971,item,https://www.peoplescollection.wales/items/1060971,1556018287,1556018287,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['2000s'],,[],[],[],"[{'originalFilename': '7784_10319924294be3b6712a4b1.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_10319924294be3b6712a4b1.jpg', 'type': 'image', 'target_id': '1060966'}]",,,"Old railway carriage, Nantymwyn Lead Mine, Rhandirmwyn 2009","Old railway carriage, Nantymwyn Lead Mine, Rhandirmwyn 2009","Old railway carriage, Nantymwyn Lead Mine, Rhandirmwyn 2009","Old railway carriage, Nantymwyn Lead Mine, Rhandirmwyn 2009",39316,Paul White,[],[],,https://www.welshruins.co.uk/ceredigion-farmhouses-other-welsh-ruins.html,https://www.welshruins.co.uk/ceredigion-farmhouses-other-welsh-ruins.html,,,,,,,,,,
1060981,item,https://www.peoplescollection.wales/items/1060981,1556018290,1556018290,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['2000s'],,[],[],[],"[{'originalFilename': '7784_17869209054b090504ce70f.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_17869209054b090504ce70f.jpg', 'type': 'image', 'target_id': '1057026'}, {'originalFilename': '7784_19590280814b09057431b61.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_19590280814b09057431b61.jpg', 'type': 'image', 'target_id': '1057031'}]",,,"Deri-Odwyn, Ceredigion 2009, Candleston Castle 2009","Deri-Odwyn, Ceredigion 2009, Candleston Castle 2009","Deri-Odwyn, Ceredigion 2009, Candleston Castle 2009","Deri-Odwyn, Ceredigion 2009, Candleston Castle 2009",39316,Paul White,[],[],,https://www.welshruins.co.uk/colour-images-of-mansions-in.html,https://www.welshruins.co.uk/colour-images-of-mansions-in.html,,,,,,,,,,
1220051,item,https://www.peoplescollection.wales/items/1220051,1570117893,1570178345,published,item,Margaret Morris,National Botanic Garden of Wales,,,"['Fungi', 'stitching botanical', 'national botanic garden of wales']",['2010s'],-2.01701E+13,"['Crafts', 'Fungi / Lichens / Algae', 'Scientific Illustrations and Models']",[],[],"[{'originalFilename': 'margaret morris_lilac inocybe.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/October/margaret%20morris_lilac%20inocybe.jpg', 'type': 'image', 'target_id': '1220046'}]",,,Lilac Inocybe by Margaret Morris,Cap Lelog gan Margaret Morris,"Scientific Name:Inocybe geophylla
Fungi facts:The Lilac Fibre-cap is a common species of both deciduous and conifer woods. It forms a symbiotic association with tree roots known as a  mycorrhizal relationship where the fungal mass is  intimately associated with the tree roots. Both species benefit from this relationship; the fungus provides nutrients to the fungus and the tree provides sugars to the fungus. The fungus is deadly poisonous.
Technique:A textile assemblage","Scientific Name:Inocybe geophylla
Fungi facts:The Lilac Fibre-cap is a common species of both deciduous and conifer woods. It forms a symbiotic association with tree roots known as a  mycorrhizal relationship where the fungal mass is  intimately associated with the tree roots. Both species benefit from this relationship; the fungus provides nutrients to the fungus and the tree provides sugars to the fungus. The fungus is deadly poisonous.
Technique:A textile assemblage",33406,Stitching Botanical,[],[],,https://botanicgarden.wales/about-the-garden/art/stitching-botanical-creating-textile-artwork-in-the-garden/,,,,,,,,,,,
1220061,item,https://www.peoplescollection.wales/items/1220061,1570118133,1570186809,published,item,Margaret Thomas,National Botanic Garden of Wales,,,"['Fungi', 'stitching botanical', 'national botanic garden of wales']",['2010s'],-2.01701E+13,"['Crafts', 'Fungi / Lichens / Algae', 'Scientific Illustrations and Models']",[],[],"[{'originalFilename': 'margaret thomas_oyster mushroom.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/October/margaret%20thomas_oyster%20mushroom.jpg', 'type': 'image', 'target_id': '1220056'}]",,,Oyster Mushroom by Margaret Thomas,Wystrysen y Coed gan Margaret Thomas,"Scientific Name:Pleurotus ostreatus
Technique:A textile assemblage","Enw Gwyddonol:Pleurotus ostreatus
Techneg : Cyfosodiad tecstiliau",33406,Stitching Botanical,[],[],,https://botanicgarden.wales/about-the-garden/art/stitching-botanical-creating-textile-artwork-in-the-garden/,,,,,,,,,,,
14775,item,https://www.peoplescollection.wales/items/14775,1274469975,1274469975,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['Abandoned buildings', 'Dry plate negatives.', 'graphic', 'Presbyterian churches']",[],"+0018850000999999,",['Nonconformist Denominations'],[],"[{'lat': '52.166666700000', 'lon': '-3.950000000000', 'node': [{'target_id': '14775'}]}]","[{'originalFilename': 'jth02990.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth02990.jpg', 'type': 'image', 'target_id': '342149'}]",6b3a928e-8ab2-47d9-bf3d-5d6ca6bd8d75,(WlAbNL)003363931,"Old Calvinistic Methodist meeting house, Llanddewibrefi","Hen dy cwrdd y Methodistiad Calfinaidd, Llanddewibrefi",Abandoned and dilapidated building.,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003363931,,,,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14776,item,https://www.peoplescollection.wales/items/14776,1274470035,1274470035,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['Clergy', 'graphic', 'Portraits.', 'Rev. Liverpool\n Hughes', 'John\n 1796-1860', 'Wet collodion negatives.']",[],"+0018750000999999,",['Customs and Practices'],[],[],"[{'originalFilename': 'jth04181.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth04181.jpg', 'type': 'image', 'target_id': '342150'}]",b0494cff-98d3-4e43-8ec3-84b1fc9a6ebb,(WlAbNL)003365123,"Er cof am y Parch John Hughes, Liverpool","Er cof am y Parch John Hughes, Liverpool","A photograph of a portrait of the Rev. John Hughes, Liverpool.",,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003365123,,,,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14777,item,https://www.peoplescollection.wales/items/14777,1274470096,1274470096,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['Clergy', 'graphic', 'Portrait photographs.', 'Rev\n Pierce', 'W\n 19th cent', 'Wet collodion negatives.']",[],"+0018750000999999,",['Customs and Practices'],[],[],"[{'originalFilename': 'jth00095.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth00095.jpg', 'type': 'image', 'target_id': '342151'}]",7e53fa22-43d6-4c20-8488-448f71ccb714,(WlAbNL)003361046,"Revd W Pierce, Rhosemor","Parchg W Pierce, Rhosesmor",,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003361046,,[],,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14778,item,https://www.peoplescollection.wales/items/14778,1274470116,1274470116,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['graphic', 'men', 'Portrait photographs.', 'Wet collodion negatives.']",[],"+0018750000999999,",['OTHER: Community and Social'],[],[],"[{'originalFilename': 'jth03894.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth03894.jpg', 'type': 'image', 'target_id': '342152'}]",5e28c079-357a-47f0-b222-3e7fafc6fedd,(WlAbNL)003364836,young man sitting,Dyn ifanc yn eistedd,,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003364836,,[],,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14779,item,https://www.peoplescollection.wales/items/14779,1274470117,1274470117,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['Bards', 'Clergy', 'graphic', 'Gwilym Gwenffrwd\n 1824-1899', 'Portrait photographs.', 'Wet collodion negatives.']",[],"+0018750000999999,","['Customs and Practices', 'OTHER: Arts and Crafts']",[],[],"[{'originalFilename': 'jth03276.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth03276.jpg', 'type': 'image', 'target_id': '342153'}]",b3912bd3-b607-4618-85fd-fa369f306a94,(WlAbNL)003364217,"Parchg William Theophilus Thomas (Gwilym Gwenffrwd, 1824-99)","Parchg William Theophilus Thomas (Gwilym Gwenffrwd, 1824-99)",,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003364217,,[],,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14780,item,https://www.peoplescollection.wales/items/14780,1274470119,1274470119,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['Children', 'Dry plate negatives.', 'graphic', 'Group portraits.']",[],"+0018850000999999,",['OTHER: Community and Social'],[],"[{'lat': '53.166666700000', 'lon': '-3.600000000000', 'node': [{'target_id': '14780'}]}]","[{'originalFilename': 'jth00802.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth00802.jpg', 'type': 'image', 'target_id': '342154'}]",524ca970-8c80-4f3d-9d1b-5658515d8af0,(WlAbNL)003361753,Llansannan children on Club day,Plant Llansannan ar ddydd y Clwb,,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003361753,,[],,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14781,item,https://www.peoplescollection.wales/items/14781,1274470145,1274470145,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['graphic', 'Marine photographs.', 'Piers & wharves', 'Sailing ships', 'Wet collodion negatives.']",[],"+0018750000999999,",[],[],"[{'lat': '53.187264100000', 'lon': '-4.204523500000', 'node': [{'target_id': '14781'}]}]","[{'originalFilename': 'jth00528.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth00528.jpg', 'type': 'image', 'target_id': '342155'}]",e54dbf6f-fcd4-4dba-b8f1-36ffc9b53429,(WlAbNL)003361479,quay in Y Felinheli,cei yn y Felinheli,Slates on the quay at Y Felinheli. Sailing ships are moored alongside.,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003361479,,,,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14782,item,https://www.peoplescollection.wales/items/14782,1274470185,1274470185,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['Anglican churches', 'Cemeteries', 'Dry plate negatives.', 'graphic', 'St. Curig (Church : Llangurig', 'Wales)', 'Welsh']",[],"+0018850000999999,","['Customs and Practices', 'OTHER: Community and Social']",[],"[{'lat': '52.400000000000', 'lon': '-3.600000000000', 'node': [{'target_id': '14782'}]}]","[{'originalFilename': 'jth01292.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth01292.jpg', 'type': 'image', 'target_id': '342156'}]",6debcea5-5592-4f5a-8df6-41abfe322efe,(WlAbNL)003362243,"church, Llangurig","eglwys, Llangurig",Exterior of church and cemetery.,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003362243,,,,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14783,item,https://www.peoplescollection.wales/items/14783,1274470225,1274470225,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['Dry plate negatives.', 'graphic', 'Morris Portis-bach\n 19th cent', 'Portrait photographs.']",[],"+0018850000999999,",[],[],[],"[{'originalFilename': 'jth01701.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth01701.jpg', 'type': 'image', 'target_id': '342157'}]",5496ffaa-552b-49aa-a3c3-913aec5b4cd3,(WlAbNL)003362653,Morris Portis-bach,Morris Portis-bach,,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003362653,,[],,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
14784,item,https://www.peoplescollection.wales/items/14784,1274470255,1274470255,draft,item,"John Thomas, 1838-1905",NLW,,"[{'holder': {'en': 'The National Library of Wales', 'cy': 'Llyfrgell Genedlaethol Cymru'}, 'year': '2001', 'type': 'copyright'}]","['Clergy', 'graphic', 'Portrait photographs.', 'Rev\n Saunders', 'David\n 1831-1892', 'Wet collodion negatives.']",[],"+0018650000999999,",['Customs and Practices'],[],[],"[{'originalFilename': 'jth01734.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/jth01734.jpg', 'type': 'image', 'target_id': '342158'}]",46e98a9b-9294-401d-accc-294c1b2fe0ca,(WlAbNL)003362686,Revd David Saunders (1831-92) in 1865,Parch David Saunders (1831-92) yn 1865,,,2460,Llyfrgell Genedlaethol Cymru / The National Library of Wales,,[],CAL,http://cat.llgc.org.uk/cgi-bin/gw/chameleon?host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&lng=en&t1=003362686,,[],,,"The National Library of
                    Wales","Llyfrgell Genedlaethol
                    Cymru",,,,,
473391,item,https://www.peoplescollection.wales/items/473391,1443616808,1443620735,published,item,Peter Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Island', 'Skokholm', 'Lighthouse']","['1970s', '1980s']",,['Islands'],[],[],"[{'originalFilename': 'skok4152.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4152.jpg', 'type': 'image', 'target_id': '473390'}]",,,"Lighthouse, Skokholm Island","Lighthouse, Skokholm Island",The view looking along Horse Bottom towards the Skokholm Lighthouse.,,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
473393,item,https://www.peoplescollection.wales/items/473393,1443617145,1443620743,published,item,Peter Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Island', 'Skokholm', 'Sea-cliffs']","['1970s', '1980s']",,['Islands'],[],[],"[{'originalFilename': 'skok4055.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4055.jpg', 'type': 'image', 'target_id': '473392'}]",,,"The Stack, Skokholm Island","The Stack, Skokholm Island",The Stack cliffs on a calm day on Skokholm Island.,,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
473395,item,https://www.peoplescollection.wales/items/473395,1443617345,1443620751,published,item,Peter Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Island', 'Skokholm', 'Sea-cliffs', 'Skomer']",['1970s'],,['Islands'],[],[],"[{'originalFilename': 'skok4056.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4056.jpg', 'type': 'image', 'target_id': '473394'}]",,,"North Gully, Skokholm","North Gully, Skokholm",North Gully on Skokholm with Skomer and Midland in the background.,,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
473397,item,https://www.peoplescollection.wales/items/473397,1443617552,1443620764,published,item,Peter Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Gulls', 'Lesser Black-backed Gull', 'Skokholm', 'Island', 'Pond']",['1970s'],,"['Birds', 'Islands']",[],[],"[{'originalFilename': 'skok4057.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4057.jpg', 'type': 'image', 'target_id': '473396'}]",,,"North Pond, Skokholm Island","North Pond, Skokholm Island","Lesser black- backed gull (Larus Fuscus) colony, North Pond on Skokholm Island.",,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
473399,item,https://www.peoplescollection.wales/items/473399,1443617943,1443620769,published,item,Peter Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Island', 'Sea', 'Skokholm', 'The Stack']",['1970s'],,"['Islands', 'Seaside / Sea']",[],[],"[{'originalFilename': 'skok4058.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4058.jpg', 'type': 'image', 'target_id': '473398'}]",,,"The Stack (from the south), Skokholm Island","The Stack (from the south), Skokholm Island","The Stack (from the south), Skokholm Island",,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
473401,item,https://www.peoplescollection.wales/items/473401,1443618217,1443621816,published,item,Peter Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Rocks', 'Sea', 'Skokholm', 'Island']",['1970s'],,['Islands'],[],[],"[{'originalFilename': 'skok4062.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4062.jpg', 'type': 'image', 'target_id': '473400'}]",,,"Early spring Bread Rock and Horse Bottom, Skokholm Island","Early spring Bread Rock and Horse Bottom, Skokholm Island","Early spring Bread Rock and Horse Bottom, Skokholm Island",,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
473404,item,https://www.peoplescollection.wales/items/473404,1443618442,1443621781,published,item,Peter Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Skokholm', 'Bird Observatory', 'Island', 'Cliffs']",['1970s'],,['Islands'],[],[],"[{'originalFilename': 'skok4063.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4063.jpg', 'type': 'image', 'target_id': '473403'}]",,,"Dubells Bay, Peters Bay and the Observatory, Skokholm Islansd 1979","Dubells Bay, Peters Bay and the Observatory, Skokholm Islansd 1979","Dumbells Bay in the foreground, Peters Bay behind and the Observatory behind, Skokholm Island.",,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
473406,item,https://www.peoplescollection.wales/items/473406,1443618639,1443621780,published,item,Peter Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Skokholm', 'Island', 'Jetty', 'Alice Williams']",['1970s'],,['Islands'],[],[],"[{'originalFilename': 'skok4064.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4064.jpg', 'type': 'image', 'target_id': '473405'}]",,,"South Haven, Skokholm Island 1979","South Haven, Skokholm Island 1979",South Haven - very calm showing Jetty - figurehead of Alice Williams in foreground,,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
473408,item,https://www.peoplescollection.wales/items/473408,1443618843,1443621779,published,item,Pater Condor,Skokholm,,"[{'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}, {'holder': [], 'year': '', 'type': ''}]","['Skokholm', 'Island', 'burrowed']",['1970s'],,['Islands'],[],[],"[{'originalFilename': 'skok4067.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2015/September/skok4067.jpg', 'type': 'image', 'target_id': '473407'}]",,,"Densely burrowed area above North Gully, Skokholm Island 1979","Densely burrowed area above North Gully, Skokholm Island 1979","the densely burrowed area above North Gully, Skokholm Island 1979.",,8246,Skokholm Archives,[],[],,,,,,,,,,,,,
