,dct:identifier,dct:title,dct:provenance,dct:date,dct:rights,dct:format,dct:type,dct:identifier,dct:spatial,dct:subject,dct:description,dct:publisher,dct:creator,dct:source,dct:isPartof,schema:copyrightNotice,schema:license,schema:creator,schema:publisher,schema:identifier
164,15960,The Newlyn Centenary Primitive Methodist Church,Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0165,Newlyn,Buildings,"Location Gwavas Road, St Peter's Hill. Built 1927 at a cost 5047 GBP",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
165,15961,"Stone finial, St Mary's Churchyard, Penzance",Margaret Orchard,1969,Morrab Library,35mm Slide,Photograph,ORCH.SL.0166,Penzance,Buildings,"Located in Chapel Street, Penzance. The finial is believed to be from the previous old St Mary's Chapel which occupied the site of the present church",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
166,15962,Towednack Church 1,Margaret Orchard,1996,Morrab Library,35mm Slide,Photograph,ORCH.SL.0167,Nancledra area,Buildings,"Located near Nancledra, recognisable for it's squat square tower",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
167,15963,Towednack Church 2,Margaret Orchard,1996,Morrab Library,35mm Slide,Photograph,ORCH.SL.0168,Near Nancledra,Buildings,As previous ORCH.SL.0167,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
168,15964,St Buryan Church,Margaret Orchard,1977,Morrab Library,35mm Slide,Photograph,ORCH.SL.0169,St Buryan,Buildings,View of the porch,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
169,15965,St Buryan Church,Margaret Orchard,1986,Morrab Library,35mm Slide,Photograph,ORCH.SL.0170,St Buryan,Buildings,View of the West end,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
170,15966,St Levan Church,Margaret Orchard,2003,Morrab Library,35mm Slide,Photograph,ORCH.SL.0171,St Levan Church,Buildings,View of the tower at sunset,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
171,15967,"St Helen's Oratory, Cape Cornwall",Margaret Orchard,1974,Morrab Library,35mm Slide,Photograph,ORCH.SL.0172,Cape Cornwall,Buildings,Now a ruin,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
172,15968,Madron Church,Margaret Orchard,1966,Morrab Library,35mm Slide,Photograph,ORCH.SL.0173,Madron,Buildings,View from the North-west,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
173,15969,Gwennap Pit,Margaret Orchard,1976,Morrab Library,35mm Slide,Photograph,ORCH.SL.0174,Redruth area,Buildings,"Public meeting amphitheatre, situated near Redruth with associations to John Wesley. John Wesley preached there 18 times between 1762 and 1789, although Gwennap Pit is about 1.7 miles (2.7 km) to the north west at the hamlet of Busveal near St. Day. The pit was caused by mining subsidence in the mid-18th century. After Wesley's death the local people turned the pit into a regular circular shape with turf seats.",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
174,15970,Gulval Church 1,Margaret Orchard,2003,Morrab Library,35mm Slide,Photograph,ORCH.SL.0175,Gulval,Buildings,Overview,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
175,15971,Gulval Church 2,Margaret Orchard,2003,Morrab Library,35mm Slide,Photograph,ORCH.SL.0176,Gulval,Buildings,As ORCH.SL.0175,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
176,15972,Gulval Church 3,Margaret Orchard,2003,Morrab Library,35mm Slide,Photograph,ORCH.SL.0177,Gulval,Buildings,"As 0RCH.SL.0176, ORCH.SL.0177",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
177,15973,Sacreed Parish Church,Margaret Orchard,2003,Morrab Library,35mm Slide,Photograph,ORCH.SL.0178,Sancreed,Buildings,"This Parish Church is dedicated to St Creden.
The churchyard and church have, within the late 19th and first part of the 20th-century, made a strong appeal to painters of the Newlyn School of Art, some of whom worshipped regularly at the church and are buried in the churchyard (including Stanhope Forbes RA).",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
181,15990,St Just Parish Church,Margaret Orchard,1979,Morrab Library,35mm Slide,Photograph,ORCH.SL.0182,St Just Church,Buildings,"Bench end, dated 1625",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
182,15991,Madron Old Vicarage,Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0183,Madron,Buildings,Front elevation,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
183,15992,"Carnyorth School, near St Just, Penwith",Margaret Orchard,1973,Morrab Library,35mm Slide,Photograph,ORCH.SL.0184,St Just area,Buildings,"Front elevation, now known as Carnyorth Environmental Education Centre",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
184,15993,"St John's School, Penzance",Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0185,Penzance,Buildings,Photograph circa 1890.,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
185,15994,"The Royal National Mission To Deep Sea Fishermen building, Newlyn, 1",Margaret Orchard,1987,Morrab Library,35mm Slide,Photograph,ORCH.SL.0186,Newlyn,Building,Now a private dwelling,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
186,15995,"The Royal National Mission To Deep Sea Fishermen building, Newlyn, 2",Magaret Orchard,1987,Morrab Library,35mm Slide,Photograph,ORCH.SL.0187,Newlyn,Buildings,Now a private dwelling,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
187,16000,"Cliff Manor House, Newlyn",Margaret Orchard,1986,Morrab Library,35mm Slide,Photograph,ORCH.SL.0188,Newlyn,Buildings,"Situated in Fore Street , Newlyn and overlooks Newlyn's  Old Medieval harbour",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
188,16001,"Champion's Slip, Newlyn",Margaret Orchard,1970-07,Morrab Library,35mm Slide,Photograph,ORCH.SL.0189,Newlyn,Buildings,"The route of Buccas Pass. Champion's Slip was named after Mr Champion, the headmaster the Weslyan School",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
189,16002,"""Matelot's Cottage"" Belle View, Newlyn",Margaret Orchard,1970-07,Morrab Library,35mm Slide,Photograph,ORCH.SL.0190,Newlyn,Buildings,"Built circa 1730 and situated in Belle View, Newlyn. Named after a former resident in the 1960s, artist Frank Dewar an ex Naval Officer, who specialised in paintings of sailing ships. The cottage notably has a ship's figurehead in the front garden.",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
190,16003,"The Old Post Office, the Fradgan, Newlyn",Margaret Orchard,1970-07,Morrab Library,35mm Slide,Photograph,ORCH.SL.0191,Newlyn,Buildings,Site of the Postal Telegraph Office,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
191,16004,"The Market Cross, situated at the West end of the Old Market House",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0192,Penzance,Buildings,From an old print. The site is now a Bank near the Green market,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
192,16005,"The Market Cross, situated at the West end of the Old Market House. As previous ORCH.SL.0192",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0193,Penzance,Buildings,As previous,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
193,16028,"The present Market House, Penzance",Margaret Orchard,1970s,Morrab Library,35mm Slide,Photograph,ORCH.SL.0194,Penzance,Buildings,"Situated at the top of Market Jew Street. Opened on June 14th, 1838",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
194,16029,"Alverton Cottages, Penzance",Margaret Orchard,1975-07,Morrab Library,35mm Slide,Photograph,ORCH.SL.0195,Penzance,Buildings,Situated opposite the First and Last public house,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
195,16030,"Hawkes Farm, Penzance",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0196,Penzance,Buildings,A thatched roof building situated on Alverton Road near the top of Alexander Road. Picture dates to c. 1900,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
196,16031,"Hawkes Farm, Alverton Road, Penzance",Margaret Orchard,1975,Morrab Library,35mm Slide,Photograph,ORCH.SL.0197,Penzance,Buildings,Replacing the the thatch,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
197,16032,"Hawkes Farm, Alverton Road, Penzance",Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0198,Penzance,Buildings,Distinctive thatched building. Copy of painting?,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
198,16033,"Lukes corner cottage, Alverton Road, Penzance",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0199,Penzance,Buildings,Thatched cottage with two residents in the rose garden,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
199,16047,Snow scene Penzance,Margaret Orchard,1987,Morrab Library,35mm Slide,Photograph,ORCH.SL.0200,Penzance,Buildings,"Location, Creeping Lane, back of Alverton, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
200,16048,"Rose Morran Cottage, Gulval",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0201,Gulval,Buildings,Period Grade II listed former farmhouse with a thatched roof,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
201,16049,"Rose Morran, Gulval",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0202,Gulval,Buildings,Ornate gate posts,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
202,16050,"Rose Morran, private chapel",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0203,Gulval,Buildings,Located on the property,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
203,16134,"Trewoofe Manor, doorway",Margaret Orchard,1984,Morrab library,35mm Slide,Photograph,ORCH.SL.0204,"Trewoofe, Lamorna area",Buildings,"Stonework portal, Trewwoofe Manor, Lamorna",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
204,16135,"Waterwheel at Bosase Mill, Lamorna",Margaret Orchard,2003,Morrab Library,35mm Slide,Photograph,ORCH.SL.0205,Lamorna,Buildings,General view,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
205,16136,"Chennals Inn, St. just",Margaret Orchard,Apr-73,Morrab Library,35mm Slide,Photograph,ORCH.SL.0206,St. Just,Buildings,Frontage,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
206,16137,Kerris Manor,Margaret Orchard,May-71,Morrab Library,35mm Slide,Photograph,ORCH.SL.0207,Kerris,Buildings,Kneelers on the roof,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
207,16138,Cornish range oven,Margaret Orchard,c. 1970s,Morrab Library,35mm Slide,Photograph,ORCH.SL.0208,Penzance,Buildings,"Known locally as a ""Slab"", the one in the picture was situated in 43 Medrose Terrace, Penzance. home of the Orchard family",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
208,16139,"Demolition of Norton's bath House, 1883",Margaret Orchard,c. 1883,Morrab Library,35mm Slide,Photograph,ORCH.SL.0209,Penzance,Buildings,"This building was situated on the Western Promenade, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
209,16140,"Norton's Bath House, Penzance",Margaret Orchard,c. 1890,Morrab Library,35mm Slide,Photograph,ORCH.SL.0210,Penzance,Buildings,Situated on the Western Promenade,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
210,16186,"The Old Bathhouse, Penzance Wharf",Margaret Orchard,c. 1830,Morrab Library,35mm Slide,Photograph,ORCH.SL.0211,Penzance Wharf,Buildings,"Located at the bottom of Jennings Street, Penzance, circa 1830",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
211,16187,Penzance Railway Station,Margaret Orchard,c. 1960s,Morrab Library,35mm Slide,Photograph,ORCH.SL.0212,Penzance,Buildings,Terminus building,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
212,16188,"The 'Old' Longship's Lighthouse, Land's End",Margaret Orchard,c. 1860,Morrab Library,35mm Slide,Photograph,ORCH.SL.0213,Land's End,Buildings,From the original Stereograph picture taken by C.R. Lobbs in the 1860s (reference Views and Likenesses by Charles Thomas),Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
213,16189,Zennor Farmhouse,Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0214,Zennor,Buildings,Located to the rear of Zennor Church,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
214,16190,Crowlas Mill,Margaret Orchard,,Morrab Library,35mm Slide,Engraving,ORCH.SL.0215,Crowlas,Buildings,From an engraving by W. J. Welch entitled Crowliss Stream 1871,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
215,16191,"Madron, tree growing through the roof of a house",Margaret Orchard,1973,Morrab Library,35mm Slide,Photograph,ORCH.SL.0216,Madron,Buildings,Overview,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
216,16192,"West End Drapery Stores, Penzance",Margaret Orchard,1975-01,Morrab Library,35mm Slide,Photograph,ORCH.SL.0217,Penzance,Buildings,"Located in the Market Place, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
217,16207,"Redinnick House, Penzance",Margaret Orchard,c. 1980s,Morrab Library,35mm Slide,Photograph,ORCH.SL.0218,Penzance,Buildings,Situated near to Redinnick Gardens,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
218,16208,"Langley's Fruit Shop, corner of Wood Street, Penzance",Margaret Orchard,c. 1890,Morrab Library,35mm Slide,Photograph,ORCH.SL.0219,Penzance,Buildings,"Situated at the bottom of the Terrace in Market Jew Street 1890. Wood Street was known in earlier times as Pump Lane. The man with the wheel barrow was the town porter known locally as ""Jan Saint Ives"". The shop on the left was owned by Mr Ellis the shoe maker.",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
219,16209,"Clarence Place, Penzance",Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0220,Penzance,Buildings,Situated off Clarence Street via Clarence Terrace,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
220,16210,Leskinnick House,Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0221,Penzance,Buildings,Situated near the top end of Leskinnick Terrace,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
221,16211,Trengwainton House,Margaret Orchard,1967,Morrab Library,35mm Slide,Photograph,ORCH.SL.0222,Madron area,Buildings,A National Trust property near Madron,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
222,16212,Tolcarne Water Mill,Margaret Orchard,c. 1890,Morrab Library,35mm Slide,Photograph,ORCH.SL.0223,Newlyn,Buildings,Situated in Newlyn near the new road bridge,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
223,16265,"The Old Ice Works, Newlyn",Margaret Orchard,1971-04,Morrab Library,35mm Slide,Photograph,ORCH.SL.0224,Newlyn,Buildings,"Formerly known as the Norway Store were ice was stored imported from Norway. The building is situated at the start of the Harbour Road, Street-An-Nowan, Newlyn",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
224,16266,"Hosking's Garage, later Ruberry's, Penzance",Margaret Orchard,,Morrab Library,35mm Slide,Photograph,ORCH.SL.0225,Penzance,Buildings,"Petrol Station and Morris Motors agent. Situated formerly opposite the Railway Station at the beginning of Chyandour Cliff. The building no longer exists on this site, now the site of modern flats",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
225,16267,"Service Tunnel, St Michael's Mount",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0226,Penzance,Buildings,Entrance view showing narrow gauge rail track,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
226,16268,Gulval Church,Margaret Orchard,1976,Morrab Library,35mm Slide,Photograph,ORCH.SL.0227,Gulval,Buildings,Church gate and steps,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
227,16269,"The Red Lion Hotel, Penzance",Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0228,Penzance,Buildings,"Situated on Causeway Head, man in the doorway is Mr Martin",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
228,16270,Richards Royal Livery Stables,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0229,Penzance,Buildings,"Situated at 2 New Street, taken from the Penzance Guide 1902.",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
229,16271,"Bishop Rock Lighthouse, Isles of Scilly",Margaret Orchard,c. 1933,Morrab Library,35mm Slide,Photograph,ORCH.SL.0230,Isles of Scilly,Building,"View of the sitting room (Gibson & Sons Photograph)
The light house is located 45km (28miles) off the South West tip of the Cornish Peninsula",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
230,16274,Pools wines and spirits,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0231,Penzance,Buildings,"Left the White Lion Inn and right now an estate agents, located in the Green Market, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
231,16275,"Two shops next to the Shambles Market, Penzance",Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0232,Penzance,Buildings,"The shop on the left is Clarkes Tailors and the shop to the right is Bodillys, both now Simpsons Outfitters, situated opposite Market House. On the extreme left is the Golden Lion Public House",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
232,16276,Penzance Harbour Office,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0233,Penzance,Buildings,"Situated next to the Dolphin Tavern, Quay Street",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
233,16277,Zennor Church Town,Margaret Orchard,c.1905,Morrab Library,35mm Slide,Photograph,ORCH.SL.0234,Zennor,Buildings,View looking to the Church,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
234,16278,Treneere Old Mill,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0235,Treneere,Buildings,Situated to the left of the Penzance Bypass approaching Treneeere,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
235,16279,"The Old Custom House, Penzance",Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0236,Penzance,Buildings,Situated off Quay Street,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
236,16373,Under Chapel Yard,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0237,Penzance,Buildings,"Situated opposite St. Mary's Church, Chapel Street, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
237,16374,Mrs Trudgeon's Shop,Margaret Orchard,c. 1930,Morrab Library,35mm Slide,Photograph,ORCH.SL.0238,Penzance,Buildings,"Situated on Market Jew Street, Penzance opposite the Terrace",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
238,16375,"Abbey Hotel, Penzance",Margaret Orchard,c. 1905,Morrab Library,35mm Slide,Photograph,ORCH.SL.0239,Penzance,Buildings,Located at the Abbey Slip overlooking the Abbey Basin,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
239,16376,"Old Chyandour Square, Penzance",Margaret Orchard,c. 1880,Morrab Library,35mm Slide,Photograph,ORCH.SL.0240,Penzance,Buildings,"Reproduced from an old etching which shows the site of the Old Telegraph Office and three Public houses; The Fish Tin Copper, the One Ball plus one other name not known?",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
240,16377,"Greenborough Mine House, near Ding Dong Mine site",Margaret Orchard,c. 1890,Morrab Library,35mm Slide,Photograph,ORCH.SL.0241,Ding Dong Mine area,Buildings,Disused mine working,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
241,16383,"The Picturedrome, Penzance",Margaret Orchard,c. 1911,Morrab Library,35mm Slide,Photograph,ORCH.SL.0242,Penzance,Buildings,"Originally known as the Central Hall, then the Picturedrome which became the Regal Cinema, and now the site of the Penlowarth Building situated on St Mary's Terrace",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
242,16393,"Primrose Court, Newlyn",Margaret Orchard,c. 1906,Morrab Library,35mm Slide,Photograph,ORCH.SL.0243,Newlyn,Buildings,"Old Cottages, now demolished, formerly situated on St Peter's Hill, bottom of the car park, Newlyn Town, next to Cliff Manor House",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
243,16394,"Bomb damage WWII, Penzance",Margaret Orchard,1943,Morrab Library,35mm Slide,Photograph,ORCH.SL.0244,Penzance,Buildings,"Mabbots Yard, Penrose Terrace, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
244,16395,Penzance WWII bomb damage,Margaret Orchard,1943,Morrab Library,35mm Slide,Photograph,ORCH.SL.0245,Penzance,Buildings,"Lannoweth Road, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
245,16403,The Duke of Cumberland Public House,Margaret Orchard,1897,Morrab Library,35mm Slide,Photograph,ORCH.SL.0246,Penzance,Buildings,"Situated near the top of Causewayhead, Penzance. The photograph was taken at the time of Queen Victoria's Diamond Jubilee, 1897. Hutchens sign over the door, presumably the name of the landlord",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
246,16404,"St Mary's Church and Coinagehall Street, Penzance",Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0247,Penzance,Buildings,The cottages to the right hand of the picture have been demolished,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
247,16405,"The unusual public telephone box, Marazion",Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0248,Marazion,Buildings,"It was located on Higher Fore Street, Marazion",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
248,16406,The Bishop Rock Lighthouse,Margaret Orchard,,Morrab Library,35mm Slide,Photograph,ORCH.SL.0249,Isles of Scilly,Buildings,Situated West of the Isles of Scilly. The picture shows the relief underway of the Lighthouse keepers,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
249,16407,"Roskennal Mill, St Buryan",Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0250,St Buryan,Buildings,Water leat,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
250,16408,"Roskennal Mill, St Buryan",Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0251,St Buryan,Buildings,Water wheel and leat,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
